media_key,media_type,alt_text,duration_ms
3_1515558872794411010,photo,,
3_1515558792011866114,photo,,
3_1515558611556073473,photo,,
3_1515558560238915587,photo,,
3_1515558294571560965,photo,,
3_1515557724205076481,photo,,
16_1515503662994694144,animated_gif,,
3_1515557925602971649,photo,,
7_1515557346164211712,video,,140016.0
3_1515557430075215875,photo,,
3_1515557434357657600,photo,,
3_1515557438291947520,photo,,
3_1515557379991089156,photo,,
3_1515557331265855496,photo,,
3_1515557333509750795,photo,,
3_1515557324861149188,photo,,
3_1515557324869582849,photo,,
3_1515557324869488644,photo,,
3_1515557324877967364,photo,,
3_1515557245589016576,photo,,
3_1515557223098826754,photo,,
3_1515557187594059777,photo,,
3_1515557171173412873,photo,,
3_1515557151586013190,photo,,
3_1515556800585601024,photo,,
3_1515556605852635137,photo,,
3_1515556606121029633,photo,,
3_1515556608025243649,photo,,
3_1515556611066056711,photo,,
