media_key,media_type,alt_text,duration_ms
16_1540308644159492097,animated_gif,,
3_1540308016225984514,photo,,
3_1540307873594482689,photo,,
3_1540307873594580995,photo,,
3_1540307601132785664,photo,,
16_1540307676088963072,animated_gif,,
3_1540306503449554944,photo,,
3_1540306531677138944,photo,,
3_1540306766335860737,photo,,
3_1540307217588465664,photo,,
3_1540307221745106944,photo,,
7_1540306925648130048,video,,27666.0
3_1540307147715919873,photo,,
3_1540307147711729666,photo,,
3_1540306925023363077,photo,,
3_1540306925069426688,photo,,
3_1540306925136617472,photo,,
3_1540306925186957312,photo,,
7_1540306049432899585,video,,5823.0
3_1540304542570401792,photo,,
