media_key,media_type,alt_text,duration_ms
3_1529622674590552064,photo,,
3_1529622659268501506,photo,,
16_1529622591320772608,animated_gif,,
16_1529622481903943681,animated_gif,,
3_1529622088042029056,photo,,
3_1529622115170795520,photo,,
3_1529622368607404034,photo,,
3_1529622368645160961,photo,,
3_1529622157524758528,photo,,
3_1529622157520539650,photo,,
3_1529622157671768064,photo,,
3_1529622034354954241,photo,,
3_1529622025253298176,photo,,
3_1529621906353274881,photo,,
7_1529621950410244096,video,,9386.0
3_1529621819543658498,photo,,
3_1529621346623406081,photo,,
3_1529621418039820289,photo,,
7_1529621526953496576,video,,19300.0
3_1529621326591168512,photo,,
3_1529621330018050048,photo,,
3_1529621118461837312,photo,,
3_1529620549617471488,photo,,
3_1529621022726492160,photo,,
3_1529620806753460224,photo,,
3_1529620806745169921,photo,,
3_1529620806778642434,photo,,
3_1529620758082863109,photo,,
3_1529620716018348032,photo,,
3_1529620691309436932,photo,,
3_1529620127594971136,photo,,
3_1529620181797986305,photo,,
3_1529620217416060929,photo,,
3_1529620491727937536,photo,,
