media_key,media_type,alt_text,duration_ms
7_1519991339039227910,video,,137400.0
3_1519991439719030784,photo,,
3_1519991432316030976,photo,,
3_1519991425470910464,photo,,
7_1519991315173621760,video,,4210.0
3_1519991176056782849,photo,,
3_1519991176077750272,photo,,
3_1519991176090243072,photo,,
3_1519991176069271552,photo,,
3_1519990967423492096,photo,,
3_1519990907382161408,photo,,
3_1519990788356145154,photo,,
3_1519990570227159046,photo,,
3_1519990570302590976,photo,,
3_1519990375275909121,photo,,
3_1519990252915503104,photo,,
3_1519990252277968897,photo,,
3_1519989986862399491,photo,,
3_1519990020718968833,photo,,
3_1519990021314469888,photo,,
3_1519989202049540096,photo,,
3_1519989796332269570,photo,,
3_1519989366172819456,photo,,
3_1519989413446668288,photo,,
3_1519989484389085188,photo,,
3_1519989023338790912,photo,,
3_1519988825954856962,photo,,
3_1519988570122952704,photo,,
3_1519942877639495680,photo,,
3_1519988042756665345,photo,,
3_1519988047018098688,photo,,
3_1519988051220787200,photo,,
3_1519988053565382656,photo,,
