tweetid,author_id,text,created_at,geo,retweets,replies,likes,quote_count,lang,conversation_id,context_annotations,entities,attachments,possibly_sensitive,withheld,reply_settings,source
1520462861537099777,1385671767620939776,"#ROBUX GAMEPASS/SHOPPING SPREE

REPLY WITH UR GP/SHIRT TO BUY IT!

(Must be following me, and obviously like and rt)
#robuxgw #robuxgiveaway #roblox #robuxtrading",2022-04-30 17:59:29+00:00,,86,86,100,2,en,1520462861537099777,"[{'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1425921713150201858', 'name': 'Xbox Game Pass'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10027048851', 'name': 'Xbox'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '10027048851', 'name': 'Xbox'}}]","{'hashtags': [{'start': 0, 'end': 6, 'tag': 'ROBUX'}, {'start': 117, 'end': 125, 'tag': 'robuxgw'}, {'start': 126, 'end': 140, 'tag': 'robuxgiveaway'}, {'start': 141, 'end': 148, 'tag': 'roblox'}, {'start': 149, 'end': 162, 'tag': 'robuxtrading'}]}",,False,,everyone,Twitter Web App
1520583177705730049,4913171533,"@prest4n Hey Preston, wyd I miss you ?🤪",2022-05-01 01:57:35+00:00,,82,223,436,1,en,1515155858681995269,[],"{'annotations': [{'start': 13, 'end': 19, 'probability': 0.9685, 'type': 'Person', 'normalized_text': 'Preston'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'prest4n', 'id': '758906947659673600'}]}",,False,,everyone,Twitter Web App
1520568942275796993,867016915,Unscramble! It's gonna be... https://t.co/ZYbYH3K41q,2022-05-01 01:01:01+00:00,,3,36,34,2,en,1520568942275796993,[],"{'urls': [{'start': 29, 'end': 52, 'url': 'https://t.co/ZYbYH3K41q', 'expanded_url': 'https://twitter.com/Kahoot/status/1520568942275796993/photo/1', 'display_url': 'pic.twitter.com/ZYbYH3K41q', 'media_key': '3_1520568940241596416'}]}",{'media_keys': ['3_1520568940241596416']},False,,everyone,Sprout Social
1520517816411115520,1310688804441817088,talentless rtc members on their way to milk me for twitter likes to save their dying accounts. losers. https://t.co/MmXpbXUfBe,2022-04-30 21:37:51+00:00,,3,60,55,4,en,1520517816411115520,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]","{'annotations': [{'start': 51, 'end': 57, 'probability': 0.6085, 'type': 'Product', 'normalized_text': 'twitter'}], 'urls': [{'start': 103, 'end': 126, 'url': 'https://t.co/MmXpbXUfBe', 'expanded_url': 'https://twitter.com/Parlo_ROBLOX/status/1520517816411115520/photo/1', 'display_url': 'pic.twitter.com/MmXpbXUfBe', 'media_key': '3_1520517722702032896'}]}",{'media_keys': ['3_1520517722702032896']},False,,everyone,Twitter Web App
1520512185738219520,1072673518049886213,tried to make conversation w the cashier today and said “haha roblox” and he was like “what’s that” and then i wish i had not spoken,2022-04-30 21:15:29+00:00,,0,3,27,0,en,1520512185738219520,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]",,,False,,everyone,Twitter for iPhone
1520470115313147905,1080499845733994496,Les gustaría ver icebergs en el canal? 👀,2022-04-30 18:28:19+00:00,,1,15,28,0,es,1520470115313147905,[],,,False,,everyone,Twitter Web App
1520463487809449984,1397623862628544516,"CYBER KIT!
Deploy and control drones to pickup resources from around the map + airdrop primed TNT!

🏟️ Gun Game Improvements
🗺️ New map: Ruins
💌 Fixed respawn glitch
🏆 Fixed not getting win if everyone leaves (Gun Game)
🔥 And more!

Play now: https://t.co/62KlPYtNS8 https://t.co/BEJyJICDvm",2022-04-30 18:01:58+00:00,,30,309,418,6,en,1520463487809449984,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1129034928895586306', 'name': 'Drones'}}]","{'urls': [{'start': 243, 'end': 266, 'url': 'https://t.co/62KlPYtNS8', 'expanded_url': 'https://bedwars.com', 'display_url': 'bedwars.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1540128676368551936/XRseSseB?format=jpg&name=orig', 'width': 498, 'height': 280}, {'url': 'https://pbs.twimg.com/news_img/1540128676368551936/XRseSseB?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'BedWars 🏆 [RANKED RESET!]', 'description': 'Check out BedWars 🏆 [RANKED RESET!]. It’s one of the millions of unique, user-generated 3D experiences created on Roblox. 🔥🔥 Updates every Friday at 3:00pm PST, 6:00pm EST 🔥🔥 Controls: [Shift]: Sprint [E]: Open Inventory [Q]: Drop item [G or Middle Mouse]: Ping [Ctrl]: Lock camera [T]: Use Emote [F1]: Toggle picture mode How to play Bed Wars: 📡 Join the ""BedWars"" queue in the Lobby to find a game 🛌 Protect your base. Once it\'s gone, you can no longer respawn! 💎 Gather resources to purchase items and team upgrades 🏹 Destroy enemy beds and eliminate players to win the game! ✨ Play custom modes like SkyWars and Lucky Block! 💖 Easy Games', 'unwound_url': 'https://www.roblox.com/games/6872265039/BedWars-New-Ranked-Season?AssetId=6872265039'}, {'start': 267, 'end': 290, 'url': 'https://t.co/BEJyJICDvm', 'expanded_url': 'https://twitter.com/RobloxBedWars/status/1520463487809449984/photo/1', 'display_url': 'pic.twitter.com/BEJyJICDvm', 'media_key': '3_1520463451113410565'}]}",{'media_keys': ['3_1520463451113410565']},False,,everyone,Twitter Web App
1520582147266203648,1520427957449551872,kalo lura bukan anaknya yang nangis tapi dia yang nangis karna kesel tapi anaknya lucu jadi gabisa ngamuk,2022-05-01 01:53:29+00:00,,0,1,0,0,in,1520579661369339906,[],,,False,,everyone,Twitter for Android
1520552250795470849,1364252428300783619,"Driving empire is underrated 🔥
@_DrivingEmpire @bourgist @DEmpireLeaks @Roblox https://t.co/CHhvimeLvf",2022-04-30 23:54:41+00:00,,0,2,2,0,en,1520552250795470849,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 31, 'end': 46, 'username': '_DrivingEmpire', 'id': '1363906109434601475'}, {'start': 47, 'end': 56, 'username': 'bourgist', 'id': '1183581955708870656'}, {'start': 57, 'end': 70, 'username': 'DEmpireLeaks', 'id': '1356299784571801602'}, {'start': 71, 'end': 78, 'username': 'Roblox', 'id': '16745055'}], 'urls': [{'start': 79, 'end': 102, 'url': 'https://t.co/CHhvimeLvf', 'expanded_url': 'https://twitter.com/Cak05_/status/1520552250795470849/photo/1', 'display_url': 'pic.twitter.com/CHhvimeLvf', 'media_key': '3_1520552246009901056'}]}",{'media_keys': ['3_1520552246009901056']},False,,everyone,Twitter for iPhone
1520581058818973697,1286491483428794369,"@AlbertsStuff Dead game + not a real youtuber! we want a real youtuber who plays real games like Fortnite. So i took action and unfollowed from Twitter, Youtube and Instagram and will no longer be watching. Me and the gang are GONE.",2022-05-01 01:49:10+00:00,,0,54,39,0,en,1520580598888337410,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '974285387987169280', 'name': 'Fortnite', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1196446161223028736', 'name': 'Social media'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029382357', 'name': 'YouTube'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]","{'annotations': [{'start': 97, 'end': 104, 'probability': 0.6014, 'type': 'Person', 'normalized_text': 'Fortnite'}, {'start': 144, 'end': 150, 'probability': 0.6702, 'type': 'Product', 'normalized_text': 'Twitter'}, {'start': 153, 'end': 159, 'probability': 0.5067, 'type': 'Product', 'normalized_text': 'Youtube'}, {'start': 165, 'end': 173, 'probability': 0.7411, 'type': 'Product', 'normalized_text': 'Instagram'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'AlbertsStuff', 'id': '2850532049'}]}",,False,,everyone,Twitter for iPhone
