media_key,media_type,alt_text,duration_ms
3_1534432177076572160,photo,,
3_1534432069937405953,photo,,
3_1534431332230582272,photo,,
7_1534431700159279104,video,,11184.0
3_1534346247682805762,photo,,
3_1534346247703871488,photo,,
3_1534431554784661504,photo,,
3_1534431467853516800,photo,,
3_1534430247948632064,photo,,
3_1534430291279872000,photo,,
3_1534430334871343104,photo,,
3_1534430347257077765,photo,,
3_1534430661515223041,photo,,
3_1534430664774193152,photo,,
3_1534430464169373696,photo,,
3_1534430467101171712,photo,,
3_1534430470360174592,photo,,
3_1534430473363292162,photo,,
3_1534430141283172352,photo,,
3_1534430116968906752,photo,,
3_1534430121104375808,photo,,
3_1534430124254408705,photo,,
3_1534430127622332417,photo,,
16_1534429851003895810,animated_gif,,
3_1534429834759135232,photo,,
3_1534429840740274176,photo,,
3_1534429388036784128,photo,,
3_1534429206796541953,photo,,
3_1534429087594295296,photo,,
3_1534429087590014976,photo,,
