media_key,media_type,alt_text,duration_ms
3_1531341655298539520,photo,,
3_1531341276330999808,photo,,
3_1531341268898394112,photo,,
3_1531341193728212993,photo,,
3_1531340930393034753,photo,,
3_1531340930393022465,photo,,
3_1531340918808354816,photo,,
7_1531340622186942465,video,,5366.0
3_1531340517321187328,photo,,
3_1531340157257150464,photo,,
3_1531339934367240192,photo,,
3_1531339880730546176,photo,,
