media_key,media_type,alt_text,duration_ms
3_1520754975021969409,photo,,
3_1520754842867847168,photo,,
3_1520754557734854656,photo,,
3_1520754497898921988,photo,,
3_1520754374997278720,photo,,
3_1520754296035287046,photo,,
3_1520754298992300033,photo,,
3_1520754307540258816,photo,,
3_1520754310371446786,photo,,
3_1520754167131910145,photo,,
3_1520753918275469319,photo,,
7_1520753953733963776,video,,3098.0
3_1520753893109424130,photo,,
3_1520753743037448193,photo,,
3_1520753704709861378,photo,,
3_1520753594785570816,photo,,
3_1520753552225968128,photo,,
3_1520753357585100800,photo,,
3_1520753364434358272,photo,,
3_1520753368012050432,photo,,
3_1520753375637299210,photo,,
3_1520753504050368513,photo,,
3_1520753379844059136,photo,,
3_1520753323271331842,photo,,
3_1520752929560424448,photo,,
3_1520752853488439296,photo,,
3_1520752781199618050,photo,,
3_1520752617235922945,photo,,
