media_key,media_type,alt_text,duration_ms
3_1534839214570778625,photo,,
7_1534839059553882112,video,,26562.0
3_1534839033167216641,photo,,
3_1534838864744955907,photo,,
3_1534838839042138112,photo,,
3_1534838859220979712,photo,,
3_1534838748944515072,photo,,
3_1534838594396987394,photo,,
3_1534838583688720384,photo,,
7_1534837440698953728,video,,119062.0
3_1534838473135472641,photo,,
3_1534838405535698944,photo,,
3_1534838353014628352,photo,,
3_1534838353010384901,photo,,
3_1534838264028594177,photo,,
3_1534838200602083328,photo,,
3_1534838119261929472,photo,,
3_1534837745843163136,photo,,
3_1534821654035308544,photo,,
3_1534837397480824833,photo,,
3_1534837339318792193,photo,,
3_1534837226621661184,photo,,
3_1534836966080258048,photo,,
3_1534836964150550530,photo,,
3_1534836587003092992,photo,,
3_1534836792230555648,photo,,
3_1534836588370219008,photo,,
3_1534836747460296704,photo,,
7_1534836348720488449,video,,60366.0
3_1534836491964321792,photo,,
7_1534836414524796928,video,,18203.0
3_1534836399853211649,photo,,
3_1534835949154316288,photo,,
3_1534835994947514368,photo,,
3_1534835999385088000,photo,,
3_1534836004615385088,photo,,
3_1534836010932064257,photo,,
