media_key,media_type,alt_text,duration_ms
3_1527926164370898945,photo,,
3_1527926212781551622,photo,,
16_1527926041221668865,animated_gif,,
3_1527925858954248192,photo,,
3_1527925330459054080,photo,,
3_1527925330874277890,photo,,
7_1527923766591897600,video,,23706.0
3_1527923927762321409,photo,,
3_1527923517920092162,photo,,
16_1527923306724302851,animated_gif,,
3_1527923300755701760,photo,,
3_1527923302588612610,photo,,
3_1527923226898313216,photo,,
3_1527923159608963073,photo,,
3_1527922046541303808,photo,,
