media_key,media_type,alt_text,duration_ms
3_1521769907246931970,photo,,
16_1521769880760029184,animated_gif,,
3_1521769823273123840,photo,,
3_1521769575133626373,photo,,
3_1521769737981612033,photo,,
16_1521769716599386114,animated_gif,,
3_1521769484062707712,photo,,
3_1521769641961562112,photo,,
3_1521769624060440577,photo,,
3_1521769626933563392,photo,,
3_1521762515239243776,photo,,
3_1521769566078177280,photo,,
16_1521769520146354176,animated_gif,,
