media_key,media_type,alt_text,duration_ms
3_1526634585135652867,photo,,
3_1526634491556528128,photo,,
3_1526634562775703552,photo,,
3_1526634458169974784,photo,,
3_1526634274534739969,photo,,
3_1526633564510556160,photo,,
3_1526633564527378433,photo,,
3_1526631250722693120,photo,,
3_1526633275153952780,photo,,
3_1526633121017643008,photo,,
3_1526633152906956800,photo,,
3_1526633218287484928,photo,,
3_1526633100113068034,photo,,
3_1526633016851943424,photo,,
13_1526552693497597952,video,,29729.0
16_1526632743664238593,animated_gif,,
3_1526631749312192513,photo,,
3_1526632616891490310,photo,,
3_1526632650936569857,photo,,
3_1526632608662175744,photo,,
3_1526632544854220800,photo,,
3_1526632381553053696,photo,,
3_1526632221183967232,photo,,
3_1526632186119606277,photo,,
7_1526631641258635264,video,,24466.0
7_1526630962767052801,video,,27797.0
