media_key,media_type,alt_text,duration_ms
3_1516215792899084295,photo,,
3_1516215801312858112,photo,,
3_1516214745019396099,photo,,
3_1516214745048752130,photo,,
3_1516214745011048455,photo,,
3_1516214745015242757,photo,,
3_1516215644395515906,photo,,
3_1516215649529307141,photo,,
3_1516215420424179713,photo,,
3_1516215465072287746,photo,,
3_1516215339478003713,photo,,
3_1516214815412400132,photo,"roblox exposed

",
3_1516214592506105856,photo,,
3_1516214421609070592,photo,,
3_1516214257951690752,photo,,
3_1516214102099693570,photo,,
16_1516214006104694789,animated_gif,,
3_1516213409381072907,photo,,
3_1516213409376780290,photo,,
3_1516213409381064708,photo,,
3_1516213409389453315,photo,,
7_1516183146676563988,video,,34666.0
3_1516213041938980874,photo,,
3_1516213649827893254,photo,,
3_1516212536785444874,photo,,
3_1516212816553852935,photo,,
3_1516213517585690637,photo,,
