media_key,media_type,alt_text,duration_ms
7_1539354560426299392,video,,3803.0
3_1539353768151482369,photo,,
16_1539354535851958272,animated_gif,,
7_1539354429413113857,video,,44964.0
16_1539354499009085440,animated_gif,,
3_1539354211934261248,photo,,
3_1539354211929972736,photo,,
3_1539354211959324672,photo,,
3_1539354211959332867,photo,,
3_1539354394545692672,photo,,
3_1539354253566922752,photo,,
3_1539353796110868480,photo,,
3_1539353800032628738,photo,,
3_1539353804658860034,photo,,
3_1539353808916078604,photo,,
3_1539353672127287296,photo,,
3_1539353277967605769,photo,,
3_1539353277967499264,photo,,
3_1539353277996879872,photo,,
3_1539353277980102656,photo,,
3_1539353592276172802,photo,,
3_1539353596839530498,photo,,
3_1539353601558122503,photo,,
3_1539353605102260224,photo,,
3_1539353592691318785,photo,,
3_1539353441016893441,photo,,
3_1539353451418689536,photo,,
3_1539352389504876544,photo,,
3_1539352418282090496,photo,,
3_1539352436141342723,photo,,
3_1539353230345379841,photo,,
