media_key,media_type,alt_text,duration_ms
7_1529960790509355010,video,,9730.0
3_1529960608338173954,photo,,
3_1529960770410364928,photo,,
3_1529960648167374848,photo,,
3_1529960610754093059,photo,,
3_1529960128681762823,photo,,
3_1529960146859876355,photo,,
3_1529960302317559813,photo,,
3_1529960073576996869,photo,Screenshot showing that the user's location is France,
3_1529959891565174793,photo,,
3_1529959428648275969,photo,Our new checkers board !,
3_1529959483329462272,photo,The book in the center of the library now spins. ,
3_1529959644122210309,photo,,
3_1529959582491107335,photo,,
3_1529959259366207488,photo,,
16_1529959154189754393,animated_gif,,
3_1529958912144859138,photo,,
3_1529958798022041602,photo,,
3_1529958974849794049,photo,,
16_1529958955677532160,animated_gif,,
3_1529958562201493519,photo,,
7_1529958483675734024,video,,3517.0
3_1529958393816940544,photo,,
3_1529958407607836674,photo,,
7_1529958245837725721,video,,14116.0
3_1529958327681163264,photo,,
3_1529958338674532354,photo,,
