media_key,media_type,alt_text,duration_ms
3_1528462556305702913,photo,,
3_1528462420791934982,photo,,
16_1528462239174475778,animated_gif,,
3_1528462224800489472,photo,,
3_1528462117480849416,photo,,
3_1528461834495201280,photo,,
3_1528462042977402883,photo,,
3_1528461772537094145,photo,,
3_1528461592412790784,photo,,
3_1528461539010699264,photo,,
3_1528461391627137024,photo,,
7_1528461092489404419,video,,20299.0
3_1528461296722755586,photo,,
3_1528461237994020865,photo,,
