media_key,media_type,alt_text,duration_ms
7_1516647679572385793,video,,10000.0
3_1516647452866191361,photo,,
3_1516647580264013825,photo,,
3_1516647562996236289,photo,,
3_1516647499322195970,photo,,
3_1516647036757577728,photo,,
3_1516647103883325444,photo,,
3_1516646964926025737,photo,,
3_1516646924040142848,photo,,
3_1516646850908069888,photo,,
7_1516646565255217156,video,,4400.0
7_1516646316385964035,video,,15083.0
3_1516646203705987074,photo,,
3_1516646119408750593,photo,,
3_1516645756618248195,photo,Gl1TcH (ROBLOX Avatar.),
3_1516645451948490752,photo,,
3_1516645354313109513,photo,,
3_1516645354313117703,photo,,
3_1516645354317369351,photo,,
3_1516645354325696513,photo,,
3_1516644939139977217,photo,,
3_1516644604468101121,photo,,
3_1516644397797896193,photo,,
3_1516644254369841155,photo,,
7_1516644211969478658,video,,34736.0
3_1516643944968310786,photo,,
3_1516644084802375684,photo,,
