media_key,media_type,alt_text,duration_ms
16_1520194954483879936,animated_gif,,
3_1520193554232008705,photo,,
3_1520193774458077184,photo,,
3_1520193951818342400,photo,,
3_1520190391076728832,photo,,
3_1520194109318651904,photo,,
3_1520193644162162688,photo,,
3_1520193926350913536,photo,,
3_1520193926355107842,photo,,
3_1520193873326358529,photo,,
3_1520193750542299137,photo,,
3_1520193371649814528,photo,,
3_1520192629153177601,photo,,
3_1520193146298191872,photo,,
3_1520193146306633728,photo,,
7_1520192881633505282,video,,1292.0
3_1520193028132114433,photo,,
3_1520192946343399424,photo,,
16_1520192775198846978,animated_gif,,
3_1520192721947959301,photo,,
