media_key,media_type,alt_text,duration_ms
3_1522024571825573890,photo,,
3_1522023954306809857,photo,,
3_1522024002985897984,photo,,
3_1522023754058338305,photo,,
3_1522023754272227328,photo,,
3_1522023691382575109,photo,,
7_1522023621568475137,video,,2739.0
16_1522023546486239234,animated_gif,,
3_1522023082248048640,photo,,
16_1522023251798638592,animated_gif,,
7_1522022645939978240,video,,36467.0
