media_key,media_type,alt_text,duration_ms
16_1529821604267454467,animated_gif,,
3_1529821574962249728,photo,,
3_1529821301828751360,photo,,
3_1529820987969064960,photo,,
3_1529821018281361408,photo,,
7_1529820753897476100,video,,27797.0
3_1529819463796740097,photo,,
3_1529819802722009089,photo,,
3_1529819700972007426,photo,,
3_1529819422906429440,photo,,
3_1529819539055120384,photo,,
3_1529819395735756805,photo,,
3_1529819424177684480,photo,,
3_1529496209911689216,photo,,
