media_key,media_type,alt_text,duration_ms
3_1519219629385789440,photo,,
3_1519219373055287296,photo,,
3_1519219351076933632,photo,,
3_1519219129802117120,photo,,
3_1519219070201065472,photo,,
3_1519219167097929729,photo,,
3_1519218906799517698,photo,,
3_1519218350647250945,photo,,
3_1519218839367659520,photo,,
3_1515345316056342535,photo,,
3_1519218585230778368,photo,,
3_1519218377583063040,photo,,
3_1519218211144798209,photo,,
3_1519218067062071297,photo,,
3_1519217970391797760,photo,,
3_1519217854612385792,photo,,
3_1519217745971531777,photo,,
3_1519217847150714881,photo,,
3_1519217501611171840,photo,,
7_1519217571454537728,video,,25833.0
3_1519216362219982848,photo,,
3_1519216362224177152,photo,,
3_1519216362224115713,photo,,
3_1519216491157409793,photo,,
