media_key,media_type,alt_text,duration_ms
3_1521476539040378880,photo,,
3_1521476377538613249,photo,,
16_1521476431628414984,animated_gif,,
3_1521476360287494144,photo,,
3_1521476267668815873,photo,,
3_1521476145958563840,photo,,
3_1521476145950113795,photo,,
3_1521476145950113793,photo,,
3_1521476145954361345,photo,,
3_1521476133774106629,photo,,
3_1521476089901723649,photo,,
