media_key,media_type,alt_text,duration_ms
3_1521669038388166656,photo,,
3_1521669094822621189,photo,,
16_1521669097431306240,animated_gif,,
3_1521669088279289856,photo,,
3_1521668937561174018,photo,,
3_1521669072416518144,photo,,
16_1521669063205863425,animated_gif,,
3_1521669005676883969,photo,,
3_1521668942833532928,photo,,
16_1521669018108796928,animated_gif,,
3_1521668976937426944,photo,,
3_1521668755880878089,photo,,
3_1521668951951953920,photo,,
3_1521668915671224320,photo,,
3_1521668927402934272,photo,,
3_1521668931219779584,photo,,
3_1521668915906199554,photo,,
3_1521668921551642626,photo,,
3_1521667606331412480,photo,,
7_1521668866140786688,video,,7033.0
3_1521668854564413441,photo,,
3_1521668907878264832,photo,,
7_1521668807852404737,video,,59175.0
3_1521668748058451968,photo,,
3_1521668841369133056,photo,,
16_1521668802278305793,animated_gif,,
3_1521668689593962496,photo,,
3_1521668839473401856,photo,,
