media_key,media_type,alt_text,duration_ms
3_1531958163825922048,photo,,
3_1531958163830091778,photo,,
3_1531958163830079488,photo,,
3_1531958195434176513,photo,,
3_1531958858360721410,photo,,
3_1531958864442454016,photo,,
3_1531958769990737929,photo,,
3_1531958151204978689,photo,,
3_1531958139033366530,photo,,
3_1531958149665943552,photo,,
3_1531958004559511552,photo,,
3_1531957990525390866,photo,,
3_1531957923827822592,photo,,
3_1531957443885993986,photo,,
16_1531957417151328256,animated_gif,,
3_1531957131280252928,photo,,
3_1531957191602749440,photo,,
3_1531957028268146688,photo,,
3_1531956686268862465,photo,,
3_1531956547211120640,photo,,
16_1531956274958635010,animated_gif,,
3_1531956060504080387,photo,,
3_1531956069630889984,photo,,
3_1531955401146630145,photo,,
3_1531955379705364485,photo,,
3_1531955182979915777,photo,,
