media_key,media_type,alt_text,duration_ms
3_1517779113636900865,photo,,
16_1517778938843602949,animated_gif,,
3_1517778892655898624,photo,,
3_1517778814453100546,photo,,
3_1517778820257955840,photo,,
3_1517778825211428864,photo,,
3_1517778462383083521,photo,,
3_1517778501054582784,photo,,
3_1517778391231090689,photo,,
3_1517778400894763011,photo,,
3_1517778407819558912,photo,,
3_1517777943954702336,photo,,
3_1517777954058682370,photo,,
3_1517778046820012032,photo,,
3_1517777654996516865,photo,,
3_1517776872796422144,photo,,
3_1517776945970397185,photo,,
3_1517776894082625536,photo,,
3_1517776462736400384,photo,,
3_1517776500015366144,photo,,
3_1517776648212725760,photo,,
3_1517776625899048960,photo,,
3_1517776511545315329,photo,,
3_1517776515248889862,photo,,
3_1517776519061454849,photo,,
3_1517776530843344896,photo,,
3_1517776123165294593,photo,,
3_1517776024746213377,photo,,
3_1517776112231018497,photo,,
3_1517776129490558977,photo,,
3_1517776157336551424,photo,,
3_1517776026092249088,photo,,
3_1517775943623868416,photo,,
3_1517775943686778880,photo,,
