media_key,media_type,alt_text,duration_ms
3_1514771963851378702,photo,,
3_1514771914002092039,photo,,
3_1514771848189251587,photo,,
3_1514771848189206537,photo,,
7_1514771732627746824,video,,12716.0
3_1514771712579026945,photo,,
3_1514771618748264450,photo,,
3_1514768426035605504,photo,basically my persona ig,
3_1514771141012824069,photo,,
3_1514771141008642054,photo,,
3_1514771064441622543,photo,,
3_1514771064450027521,photo,,
3_1514770881402179589,photo,,
7_1514619226203426817,video,,91226.0
3_1514770788284477440,photo,,
3_1514770559124455427,photo,,
3_1514770619665039363,photo,,
3_1514770077169577985,photo,,
3_1514770494020485127,photo,,
3_1514770498202177547,photo,,
3_1514767778074402823,photo,,
3_1514770451938963456,photo,,
3_1514770449149747203,photo,,
3_1514770258187325440,photo,,
3_1514769978389499911,photo,,
3_1514769992180396039,photo,,
