media_key,media_type,alt_text,duration_ms
3_1515598083794608131,photo,,
3_1515597805594636288,photo,,
3_1515597834791309316,photo,,
3_1515596984320774147,photo,,
3_1515597472541851652,photo,,
3_1515597730902851586,photo,,
3_1515597715807391744,photo,,
3_1515597526270984198,photo,,
3_1515597409652559876,photo,,
3_1515597368791601155,photo,,
3_1515597327909724161,photo,,
3_1515597010707136513,photo,,
16_1515596897947463681,animated_gif,,
3_1515596797619572737,photo,,
3_1515596689226321922,photo,,
7_1515596502151876609,video,,33887.0
3_1515596308144402437,photo,,
3_1515596335965167618,photo,,
3_1515596378453557249,photo,,
3_1515596413861834752,photo,,
3_1515596272425656321,photo,,
16_1515595907420639232,animated_gif,,
3_1515595591073427457,photo,,
3_1515594878377467906,photo,,
3_1515594875835543556,photo,,
7_1515594585170333701,video,,5658.0
3_1515592066306244611,photo,,
3_1515594599602950144,photo,,
3_1515594519177494531,photo,,
3_1515594069610831872,photo,,
3_1515594069610795008,photo,,
