media_key,media_type,alt_text,duration_ms
3_1539810417819525120,photo,,
3_1539810238714748928,photo,,
3_1539810118035918849,photo,,
3_1539810192686481410,photo,,
3_1539810196381638656,photo,,
3_1539810201066684416,photo,,
3_1539810203864276992,photo,,
3_1539809949634760704,photo,,
3_1539809910254612481,photo,,
16_1539809190251827200,animated_gif,,
3_1539809269494710275,photo,,
3_1539809277874999296,photo,,
7_1539809097771470849,video,,12399.0
16_1539809098534793216,animated_gif,,
3_1539808926392549376,photo,,
3_1539808926350610432,photo,,
3_1539808488003670017,photo,,
3_1539808754866216960,photo,,
3_1539808685169442816,photo,,
3_1539808750143475714,photo,,
3_1539808712155488256,photo,,
3_1539799228616216576,photo,,
3_1539808363843686401,photo,,
3_1539808311729684483,photo,,
3_1539808311729692673,photo,,
3_1539808311733780480,photo,,
3_1539807077412925440,photo,,
3_1539808102093946881,photo,,
3_1539808102093975552,photo,,
3_1539808102089777154,photo,,
