media_key,media_type,alt_text,duration_ms
3_1532607421327486976,photo,,
3_1532607421335871489,photo,,
3_1532607421331701760,photo,,
3_1532607421335900160,photo,,
3_1532607184772952064,photo,,
3_1532607129261027328,photo,,
3_1532607133878890496,photo,,
3_1532607137838379008,photo,,
3_1532606807373488129,photo,,
16_1532606057163390976,animated_gif,,
3_1532605664916230144,photo,,
3_1532605563908935680,photo,,
3_1532605564517494785,photo,,
3_1532605418450456576,photo,,
3_1532605099801202688,photo,,
3_1532605109842378753,photo,,
16_1532604785177657344,animated_gif,,
