media_key,media_type,alt_text,duration_ms
3_1528173166694211585,photo,,
3_1528173096531906561,photo,,
3_1528172930445692928,photo,,
3_1528172932853248001,photo,,
3_1528172935835308032,photo,,
3_1528172937953484800,photo,,
16_1528172904936095745,animated_gif,,
7_1346332720285310977,video,,16310.0
3_1528172515771793408,photo,,
3_1528172450856542210,photo,,
3_1528172362784555014,photo,,
3_1528172275668770820,photo,,
3_1528172175160709122,photo,,
3_1528172178897788929,photo,,
3_1528172181485666307,photo,,
3_1528172185159979010,photo,,
3_1528171981849477124,photo,,
3_1528171967970426886,photo,,
3_1528171916065923072,photo,,
3_1528171873279873024,photo,,
3_1528170190139232262,photo,,
3_1528170213384101889,photo,,
3_1528170233839640577,photo,,
3_1528171746603454465,photo,,
3_1528171725942165506,photo,,
3_1528171726202318850,photo,,
3_1528171088827633666,photo,,
7_1528170804906803200,video,,15050.0
