media_key,media_type,alt_text,duration_ms
3_1530304195907166209,photo,,
7_1530304092840542208,video,,3158.0
3_1530303782835392518,photo,"I GOT FAIRY MIMIC!
I GOT STUDENTS SKIN FOR ODDPORT!",
3_1530303974586433540,photo,,
3_1530303928528691204,photo,,
3_1530303924481232898,photo,,
3_1530303853287047171,photo,,
3_1530303860425871367,photo,,
3_1530303867140857857,photo,,
3_1530303871452684290,photo,,
3_1530303482351304704,photo,,
3_1530303320421810180,photo,,
3_1530303439900647424,photo,,
3_1530302777351716867,photo,,
3_1530302804698484737,photo,,
3_1530302570312241152,photo,,
3_1530302715586297856,photo,,
3_1530302647730839553,photo,,
3_1530302346185658369,photo,,
3_1530302507163045891,photo,,
3_1530302306205442052,photo,,
3_1530301356606492672,photo,,
3_1530302170104471554,photo,,
