media_key,media_type,alt_text,duration_ms
3_1537164007894917121,photo,,
3_1537164097925562368,photo,,
3_1537164153969856521,photo,,
3_1537164128749424640,photo,,
3_1537164128954986496,photo,,
3_1537164129185583104,photo,,
7_1537164093815144448,video,,15033.0
3_1537163406406471681,photo,,
3_1537163320314167300,photo,,
3_1537163482394767367,photo,,
3_1537163369131782146,photo,,
7_1537163301838155776,video,,17799.0
3_1537163208091267072,photo,,
3_1537163257747750912,photo,,
3_1537163050213588995,photo,,
7_1537162985868648449,video,,14394.0
3_1536958330941616128,photo,,
3_1536958330945798144,photo,,
3_1537105718020644868,photo,,
3_1537162656662052864,photo,,
3_1537162571547041795,photo,,
3_1537162430874124289,photo,,
3_1537162403535896577,photo,,
3_1537162403561017347,photo,,
3_1537162294194577410,photo,,
3_1537162229652541446,photo,,
3_1537161944016330752,photo,,
3_1537161963012296706,photo,,
3_1537161916237303808,photo,,
3_1537161989125832704,photo,,
3_1537161989192966144,photo,,
3_1537161989302013952,photo,,
3_1537161982578761728,photo,,
3_1537161945106685953,photo,,
