media_key,media_type,alt_text,duration_ms
3_1528768377107271686,photo,,
16_1528768205786738689,animated_gif,,
3_1528768124644130818,photo,,
3_1528767740458192896,photo,,
3_1528767726835073027,photo,,
3_1528530775053942784,photo,,
7_1528767600641163266,video,,19103.0
3_1528767553199570944,photo,,
3_1528767206640627712,photo,,
3_1528766581169623040,photo,,
3_1528766994174066688,photo,,
7_1528766472020905984,video,,42466.0
3_1528766507324477441,photo,,
3_1528766415527784448,photo,,
