media_key,media_type,alt_text,duration_ms
3_1512868568207085572,photo,,
3_1512868681575026695,photo,,
3_1512868618392031239,photo,,
3_1512868629825605640,photo,,
3_1512868423797477378,photo,,
7_1512867920237547525,video,,20394.0
7_1512867731208654855,video,,34966.0
3_1512868202279313416,photo,,
3_1512868202275086340,photo,,
3_1512868052232249344,photo,,
3_1512867992622743560,photo,,
3_1512854637120045058,photo,,
7_1512840555755151370,video,,6464.0
3_1509632538914041868,photo,,
3_1512835725179469835,photo,,
3_1512867865581572100,photo,,
7_1512867872711880706,video,,15433.0
3_1512867029103095809,photo,,
3_1512867389377069056,photo,,
3_1512867518398201858,photo,,
3_1512867365507194881,photo,,
3_1512867365511438343,photo,,
7_1512867085692641288,video,,32150.0
3_1512866713322364935,photo,,
3_1512866712567394309,photo,,
7_1512866912656580611,video,,42016.0
3_1512866001679011850,photo,,
3_1512866041994661891,photo,,
3_1512857684260921347,photo,,
3_1512857698672467976,photo,,
3_1512857711800684545,photo,,
