media_key,media_type,alt_text,duration_ms
3_1537105033677922305,photo,,
3_1537104823383883778,photo,,
3_1537104913917874176,photo,,
3_1537104706224369664,photo,,
3_1537104562469076995,photo,,
3_1537104655720775680,photo,,
3_1537103928269148160,photo,,
3_1537104460815773696,photo,,
3_1537104388669550593,photo,,
7_1537104420701237249,video,,44928.0
16_1537104258167975937,animated_gif,,
3_1537104055692328960,photo,,
3_1537103575209615360,photo,,
3_1537103771192393730,photo,,
3_1537103721066291200,photo,,
3_1537103695803981830,photo,,
3_1537103580603162625,photo,,
3_1537103266777268224,photo,,
3_1537103385131982849,photo,,
3_1537103113244516352,photo,,
3_1537103161923670022,photo,,
3_1537103213815545856,photo,,
3_1537103380937691136,photo,,
3_1537103159663132673,photo,,
3_1537103052276400128,photo,,
