media_key,media_type,alt_text,duration_ms
3_1540070686445772800,photo,,
3_1540070520401678338,photo,,
3_1540070146093600769,photo,,
3_1540069520068341760,photo,,
7_1540069882380931074,video,,43641.0
3_1540069914211409922,photo,,
3_1540069917898203138,photo,,
3_1540069920418963458,photo,,
3_1540069923405369345,photo,,
3_1540069842442657793,photo,,
3_1540069444390625282,photo,,
3_1540069609746960387,photo,,
3_1540069532152352775,photo,,
3_1540069396537810947,photo,,
3_1540069388048601088,photo,,
