media_key,media_type,alt_text,duration_ms
3_1512837756589854723,photo,,
3_1512837756589948940,photo,,
3_1512837756606681094,photo,,
3_1512837756791279626,photo,,
3_1512837777053958149,photo,,
3_1512799835346411522,photo,,
3_1512806286664126464,photo,,
3_1512837581905752064,photo,,
3_1512837502285062151,photo,,
3_1512837269216018445,photo,,
3_1512837120368463874,photo,,
3_1512837134272671758,photo,,
3_1512837134247469058,photo,,
3_1512837134247464967,photo,,
3_1512837037665177609,photo,,
3_1512836880680820740,photo,,
3_1512836794471141387,photo,,
3_1512836693157715971,photo,,
3_1512836698509619208,photo,,
3_1512836705316974597,photo,,
3_1512836710077505539,photo,,
3_1512836692490784769,photo,,
3_1512836692595646464,photo,,
3_1512836693694496780,photo,,
3_1512836693036093449,photo,,
7_1512836424877367300,video,,13473.0
3_1512836631832969219,photo,,
3_1512836631954432013,photo,,
3_1512836604397867014,photo,,
3_1512836604443992070,photo,,
3_1512836456296988677,photo,,
3_1512836324608385033,photo,,
3_1512836324620972040,photo,,
7_1512835651611336715,video,,59825.0
3_1512836031590158342,photo,,
3_1512835970001149955,photo,,
3_1512835845035864065,photo,,
3_1512835800966258688,photo,,
3_1512835804447522827,photo,,
3_1512835807538733062,photo,,
