media_key,media_type,alt_text,duration_ms
7_1522652695424864257,video,,20548.0
7_1522650370392080385,video,,19000.0
7_1522652534757900294,video,,19050.0
7_1522643420019314688,video,,19000.0
3_1522240352475877377,photo,,
7_1522646707812589570,video,,19008.0
7_1522422305594306561,video,,19000.0
3_1519180076394463235,photo,,
3_1522652272806612993,photo,,
3_1522652139729817600,photo,,
3_1522652058297450503,photo,,
3_1522652004903968771,photo,,
16_1522651966672936961,animated_gif,,
3_1522651931767984129,photo,,
3_1522651851342200833,photo,,
3_1522651383672893440,photo,,
7_1522650636789202952,video,,500.0
3_1522651169058963457,photo,,
3_1522651095025258497,photo,,
16_1522650907007139841,animated_gif,,
3_1522650229673181185,photo,,
3_1522649351788580865,photo,,
3_1522650561354649602,photo,,
3_1522650468530356224,photo,,
