media_key,media_type,alt_text,duration_ms
3_1525610084197232640,photo,,
3_1525610084268580865,photo,,
3_1525608564735193088,photo,,
3_1525610038496198661,photo,,
3_1525610044901007363,photo,,
3_1525610048981975042,photo,,
3_1525610051779665921,photo,,
3_1525610004694372352,photo,,
3_1525609664976674816,photo,,
3_1525609613306974208,photo,,
3_1525609613403607044,photo,,
3_1525609607493828609,photo,,
3_1525609473678639105,photo,,
3_1525609423170940928,photo,,
3_1525609444331200512,photo,,
3_1525609288999219200,photo,,
3_1525609215338889217,photo,,
3_1525609181583183872,photo,,
3_1525609186616295425,photo,,
3_1525608975970058246,photo,,
7_1525608811469340672,video,,49493.0
3_1525608670255620102,photo,,
3_1525608361286242304,photo,,
3_1525608160630870018,photo,,
3_1525607897803239425,photo,,
7_1525607420294225920,video,,8938.0
3_1525607628755374082,photo,,
