tweetid,author_id,text,created_at,geo,retweets,replies,likes,quote_count,lang,conversation_id,context_annotations,entities,attachments,possibly_sensitive,withheld,reply_settings,source
1540746348160585731,985359254184964096,"@Roblox_RTC @spongeis6 I'm not surprised, Nickelodeon are just like Nintendo, they ban fan projects as soon as they pop-up",2022-06-25 17:18:49+00:00,,1,11,200,0,en,1540655113106341888,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026713294', 'name': 'Nintendo'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1339373460590481410', 'name': 'Nickelodeon'}}, {'domain': {'id': '78', 'name': 'Video Game Publisher', 'description': ""A Video Game Publisher like 'Activision'""}, 'entity': {'id': '10026713294', 'name': 'Nintendo'}}]","{'mentions': [{'start': 0, 'end': 11, 'username': 'Roblox_RTC', 'id': '1056053249470541824'}, {'start': 12, 'end': 22, 'username': 'spongeis6', 'id': '945083509890338816'}], 'annotations': [{'start': 42, 'end': 52, 'probability': 0.4535, 'type': 'Organization', 'normalized_text': 'Nickelodeon'}, {'start': 68, 'end': 75, 'probability': 0.4497, 'type': 'Organization', 'normalized_text': 'Nintendo'}]}",,False,,everyone,Twitter Web App
1540672590359830529,1510157374903836686,"Giveaway

SPRING HALO!!!!!

2 winners

to enter : rt follow like and comment something nice 😇 
 
Ends in 6 days https://t.co/RuPDZckRCI",2022-06-25 12:25:44+00:00,,120,110,144,4,en,1540672590359830529,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '10024663350', 'name': 'Halo', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10024663350', 'name': 'Halo', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]","{'urls': [{'start': 112, 'end': 135, 'url': 'https://t.co/RuPDZckRCI', 'expanded_url': 'https://twitter.com/giveawayzz_/status/1540672590359830529/photo/1', 'display_url': 'pic.twitter.com/RuPDZckRCI', 'media_key': '3_1540672585393811458'}]}",{'media_keys': ['3_1540672585393811458']},False,,everyone,Twitter for iPad
1527434930371936265,735296235008053249,"Rework on fruit designs? epic glasses? all this and much more! comment your opinion about the new design and tell which fruit you are curious to see the new design and maybe i will show it soon @BloxFruits 
(glasses: https://t.co/JrhVE8whSd ) https://t.co/CNH4uwzpuC",2022-05-19 23:44:00+00:00,,103,609,2880,4,en,1527434930371936265,[],"{'urls': [{'start': 217, 'end': 240, 'url': 'https://t.co/JrhVE8whSd', 'expanded_url': 'https://www.roblox.com/catalog/9672478749/Soul-Sunglass', 'display_url': 'roblox.com/catalog/967247…', 'status': 200, 'title': 'Soul Sunglass - Roblox', 'description': 'Roblox is a global platform that brings people together through play.', 'unwound_url': 'https://www.roblox.com/catalog/9672478749/Soul-Sunglass'}, {'start': 243, 'end': 266, 'url': 'https://t.co/CNH4uwzpuC', 'expanded_url': 'https://twitter.com/SIRL_/status/1527434930371936265/photo/1', 'display_url': 'pic.twitter.com/CNH4uwzpuC', 'media_key': '3_1527430562675408926'}, {'start': 243, 'end': 266, 'url': 'https://t.co/CNH4uwzpuC', 'expanded_url': 'https://twitter.com/SIRL_/status/1527434930371936265/photo/1', 'display_url': 'pic.twitter.com/CNH4uwzpuC', 'media_key': '3_1527430614265348100'}], 'mentions': [{'start': 194, 'end': 205, 'username': 'BloxFruits', 'id': '1089374578068082690'}]}","{'media_keys': ['3_1527430562675408926', '3_1527430614265348100']}",False,,everyone,Twitter Web App
1540744997318033409,1237590128484220928,08. Break https://t.co/42gMuOFCue,2022-06-25 17:13:27+00:00,,1,1,32,9,en,1540744880112418817,[],"{'urls': [{'start': 10, 'end': 33, 'url': 'https://t.co/42gMuOFCue', 'expanded_url': 'https://twitter.com/springjellyy/status/1540744997318033409/photo/1', 'display_url': 'pic.twitter.com/42gMuOFCue', 'media_key': '3_1540744986131853312'}, {'start': 10, 'end': 33, 'url': 'https://t.co/42gMuOFCue', 'expanded_url': 'https://twitter.com/springjellyy/status/1540744997318033409/photo/1', 'display_url': 'pic.twitter.com/42gMuOFCue', 'media_key': '3_1540744990833647616'}, {'start': 10, 'end': 33, 'url': 'https://t.co/42gMuOFCue', 'expanded_url': 'https://twitter.com/springjellyy/status/1540744997318033409/photo/1', 'display_url': 'pic.twitter.com/42gMuOFCue', 'media_key': '3_1540744994646274048'}]}","{'media_keys': ['3_1540744986131853312', '3_1540744990833647616', '3_1540744994646274048']}",False,,mentionedUsers,Twitter for Android
1540543153538682880,1069006874811363328,ez https://t.co/VA6V68nTof,2022-06-25 03:51:24+00:00,,38,347,770,2,und,1540543153538682880,[],"{'urls': [{'start': 3, 'end': 26, 'url': 'https://t.co/VA6V68nTof', 'expanded_url': 'https://twitter.com/DigitoPlays/status/1540543153538682880/photo/1', 'display_url': 'pic.twitter.com/VA6V68nTof', 'media_key': '3_1540543125063475201'}]}",{'media_keys': ['3_1540543125063475201']},False,,everyone,Twitter Web App
1539639357392314371,1056053249470541824,Cereal before or after milk? 🥣Comment below...,2022-06-22 16:00:02+00:00,,28,626,1094,17,en,1539639357392314371,"[{'domain': {'id': '152', 'name': 'Food', 'description': 'Topics about food, like Donuts or Brunch'}, 'entity': {'id': '850419241790472192', 'name': 'Milk', 'description': 'Milk'}}, {'domain': {'id': '173', 'name': 'Google Product Taxonomy', 'description': 'A product taxonomy created by Google'}, 'entity': {'id': '850419241790472192', 'name': 'Milk', 'description': 'Milk'}}]",,,False,,everyone,TweetDeck
1540716832503390211,2219537714,@JM_Arclight tell your mom I enjoyed her company last night,2022-06-25 15:21:32+00:00,,0,3,16,0,en,1540716414759096320,[],"{'mentions': [{'start': 0, 'end': 12, 'username': 'JM_Arclight', 'id': '1588329468'}]}",,False,,everyone,Twitter for iPhone
1540427061923262465,16745055,"The name of the panel is We Got Game, and since it’s hosted by @LeahAshe, @AshleyTheUni, @MeganPlays, @katlienteee, and @hannahxxrose, nobody would deny it. Their talk on Day 2 of @VidCon covered the rewards and challenges of their careers in gaming. https://t.co/rF2RjtSr5a",2022-06-24 20:10:05+00:00,,66,215,2063,4,en,1540427061923262465,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 251, 'end': 274, 'url': 'https://t.co/rF2RjtSr5a', 'expanded_url': 'https://twitter.com/Roblox/status/1540427061923262465/photo/1', 'display_url': 'pic.twitter.com/rF2RjtSr5a', 'media_key': '3_1540426897066119168'}], 'mentions': [{'start': 63, 'end': 72, 'username': 'LeahAshe', 'id': '347591743'}, {'start': 74, 'end': 87, 'username': 'AshleyTheUni', 'id': '2608153474'}, {'start': 89, 'end': 100, 'username': 'MeganPlays', 'id': '2586443965'}, {'start': 102, 'end': 114, 'username': 'katlienteee', 'id': '2911087242'}, {'start': 120, 'end': 133, 'username': 'hannahxxrose', 'id': '4499556257'}, {'start': 180, 'end': 187, 'username': 'VidCon', 'id': '69981632'}]}",{'media_keys': ['3_1540426897066119168']},False,,everyone,Twitter Web App
1540743399166201857,1236757689411063808,"@Roblox_RTC Milk, then cereal, then bowl",2022-06-25 17:07:06+00:00,,20,109,642,5,en,1539639357392314371,"[{'domain': {'id': '152', 'name': 'Food', 'description': 'Topics about food, like Donuts or Brunch'}, 'entity': {'id': '850419241790472192', 'name': 'Milk', 'description': 'Milk'}}, {'domain': {'id': '173', 'name': 'Google Product Taxonomy', 'description': 'A product taxonomy created by Google'}, 'entity': {'id': '850419241790472192', 'name': 'Milk', 'description': 'Milk'}}]","{'mentions': [{'start': 0, 'end': 11, 'username': 'Roblox_RTC', 'id': '1056053249470541824'}]}",,False,,everyone,Twitter for iPhone
1540747453233627139,1529150462838071297,DE K TEAM SON SPURSITO O CAROLA ??,2022-06-25 17:23:13+00:00,,0,16,2,0,pt,1540747453233627139,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1440327773835329538', 'name': 'Spursito'}}, {'domain': {'id': '120', 'name': 'Digital Creator', 'description': 'Influencers who create content on digital platforms'}, 'entity': {'id': '1440327773835329538', 'name': 'Spursito'}}]","{'annotations': [{'start': 25, 'end': 30, 'probability': 0.4982, 'type': 'Person', 'normalized_text': 'CAROLA'}]}",,False,,everyone,Twitter for iPhone
