media_key,media_type,alt_text,duration_ms
3_1524548657776930818,photo,,
3_1524548474821242880,photo,,
7_1524548286924918784,video,,16066.0
3_1524548293698719744,photo,,
3_1524548293698670593,photo,,
3_1524548293694566403,photo,,
3_1524548293698670592,photo,,
3_1524548103919050752,photo,,
3_1524548148974297088,photo,,
7_1524548072990150657,video,,39435.0
3_1524547518889021440,photo,,
3_1524547662430851073,photo,,
3_1524547455744081920,photo,,
3_1524547409954623492,photo,,
3_1524547341222436864,photo,,
3_1524547005191802880,photo,,
3_1524547036154052610,photo,,
3_1524546943615131655,photo,,
16_1524547051622707201,animated_gif,,
3_1524546611195486212,photo,,
3_1524546928649768960,photo,,
3_1524546903379111937,photo,,
3_1524546547039731712,photo,,
3_1524546526084833283,photo,,
