media_key,media_type,alt_text,duration_ms
3_1521667606599503872,photo,,
3_1521667601134505984,photo,,
3_1521667528191324160,photo,,
3_1521667545010479105,photo,,
3_1521667566481121283,photo,,
16_1521667541461979136,animated_gif,,
3_1521667542590316544,photo,,
3_1521667123151482880,photo,,
3_1521667519685476353,photo,,
3_1521667510407335937,photo,,
3_1521667442543575040,photo,,
3_1521667442539433984,photo,,
3_1521667349681737730,photo,,
3_1521667430157856769,photo,,
3_1521667272166813697,photo,,
3_1521667276549750785,photo,,
3_1521667396318212098,photo,,
3_1521667404253868037,photo,,
3_1521667405453307904,photo,,
3_1521667180357632001,photo,,
3_1521667308418125825,photo,,
3_1521667377502502914,photo,,
