media_key,media_type,alt_text,duration_ms
16_1529132186632392704,animated_gif,,
3_1529131192305459204,photo,,
7_1529132036958703617,video,,2159.0
7_1529131555083407360,video,,4437.0
3_1529131632548098048,photo,,
3_1529131695676571650,photo,,
3_1529131716836835329,photo,,
3_1529131664844234754,photo,,
7_1529131109396762624,video,,8347.0
3_1529130644055461888,photo,,
3_1529130650569261059,photo,,
16_1529130433773858816,animated_gif,,
3_1529130382775488517,photo,,
3_1529130501075873794,photo,,
