media_key,media_type,alt_text,duration_ms
7_1522957480770351105,video,,57706.0
3_1522957786933465090,photo,,
3_1522957721577738240,photo,,
3_1522957721825284096,photo,,
3_1522957722236309504,photo,,
3_1522957722240491520,photo,,
3_1522957719652773893,photo,,
7_1522957658738802689,video,,15733.0
3_1522957642569854976,photo,,
3_1522957642569818115,photo,,
3_1522957642615906304,photo,,
3_1522957642582405120,photo,,
3_1522957577314840576,photo,,
3_1522957430883241985,photo,,
3_1522957271289974784,photo,,
3_1522957346590314497,photo,,
3_1522957314394894336,photo,,
3_1522957043249946625,photo,,
3_1522957149323767808,photo,,
3_1522957152700092416,photo,,
3_1522957155418054657,photo,,
3_1522957158047834112,photo,,
3_1522957129757470720,photo,,
3_1522956752949444608,photo,,
3_1522956751485739009,photo,,
3_1522956760801329155,photo,,
3_1522956771236716544,photo,,
3_1522956835275382788,photo,,
3_1522956016475848704,photo,,
3_1522956016459165696,photo,,
3_1522956078656499712,photo,,
3_1522956096083742721,photo,,
3_1522956829029974016,photo,,
3_1522941712812982272,photo,,
3_1522956539581145093,photo,,
3_1522956539643977733,photo,,
3_1522956492269309953,photo,,
3_1522956492382642183,photo,,
3_1522956438137679872,photo,,
3_1522956438204731394,photo,,
3_1522956396848943108,photo,,
3_1522956396840595458,photo,,
