media_key,media_type,alt_text,duration_ms
3_1536141579781545984,photo,,
3_1536141503600504833,photo,,
3_1536141377461006336,photo,,
3_1536141072660832258,photo,,
3_1536141226390716418,photo,,
3_1536141230090092545,photo,,
3_1536141232954810369,photo,,
3_1536141236167675904,photo,,
3_1536140993942196225,photo,,
7_1536140134286086144,video,,11100.0
3_1536140780334723073,photo,,
3_1536139096866885632,photo,,
3_1536139110808788993,photo,,
3_1536139122812895233,photo,,
3_1536140070591135745,photo,,
3_1536139547117031425,photo,,
16_1536139391432892416,animated_gif,,
3_1536134760468209664,photo,,
3_1536135298744303617,photo,,
3_1536136907368845316,photo,,
3_1536137317513105408,photo,,
16_1536139176516763649,animated_gif,,
3_1536139106794844160,photo,,
3_1536139106794803200,photo,,
3_1536139006685155328,photo,,
3_1536138897180205056,photo,,
3_1536138900170854401,photo,,
3_1536138811901722625,photo,,
3_1536138730725048320,photo,,
