media_key,media_type,alt_text,duration_ms
16_1538179731786539010,animated_gif,,
3_1538179619253555202,photo,,
3_1538179514685083649,photo,,
3_1538179141203132416,photo,,
3_1538179141194764289,photo,,
7_1309635848644603904,video,,12479.0
3_1538178949250957313,photo,,
3_1538178761627033601,photo,,
3_1538178681516040199,photo,,
3_1538178681520152581,photo,,
3_1538178432580067329,photo,,
7_1538178522228867072,video,,76118.0
3_1538178566353227776,photo,,
3_1538178205588258816,photo,,
7_1538177889362776069,video,,22083.0
3_1538178129524838400,photo,,
3_1538177727530160128,photo,,
3_1538178045818724352,photo,,
3_1538177981880868865,photo,,
3_1538177880412200962,photo,,
3_1538177751810641920,photo,,
3_1538177015265755136,photo,,
3_1538177318585344001,photo,,
3_1538177571153641475,photo,,
