media_key,media_type,alt_text,duration_ms
3_1516326927623245826,photo,,
7_1516325300401246217,video,,7966.0
3_1516326096689582080,photo,,
3_1516325826110930946,photo,,
3_1516325399398998025,photo,,
3_1516325311830544384,photo,,
3_1516325163767574528,photo,,
3_1516324781083176966,photo,,
3_1516324925820522498,photo,,
3_1516324390295977984,photo,,
3_1516323968508125193,photo,,
3_1516323596905619457,photo,,
3_1516323657483952135,photo,,
3_1516323653612281858,photo,,
3_1516323584272060420,photo,,
3_1516323583592583172,photo,,
