media_key,media_type,alt_text,duration_ms
3_1526663012173721602,photo,,
7_1526664572748414976,video,,9500.0
7_1526664566230290432,video,,47433.0
3_1526664388228300801,photo,,
3_1526664524190867456,photo,,
3_1526664439403094017,photo,,
3_1526664334952259584,photo,,
3_1526664002931249153,photo,,
3_1526663515745964032,photo,,
3_1526663367049584640,photo,markiplier e o sans,
3_1526663552475754496,photo,,
3_1526663552475762688,photo,,
7_1526663089491480581,video,,1000.0
