media_key,media_type,alt_text,duration_ms
7_1522822976441356288,video,,13113.0
3_1522823019059716096,photo,,
3_1522822782123319297,photo,,
7_1522822226868850688,video,,25633.0
7_1522822453139066880,video,,14447.0
3_1522822596605054976,photo,,
3_1522822589726355457,photo,,
3_1522822518914318336,photo,,
3_1522822349334237186,photo,,
3_1522822335341813761,photo,,
3_1522822269843693568,photo,,
3_1522822123181461506,photo,,
3_1522822129129078785,photo,,
3_1522821937310969857,photo,,
3_1522821661397028869,photo,,
3_1522821742934171650,photo,,
3_1522821735539695616,photo,,
3_1522821376335249408,photo,,
3_1522821258219782144,photo,,
3_1522820961850265600,photo,,
7_1522820670484369409,video,,8700.0
3_1522820532906995712,photo,,
3_1522820314325221376,photo,,
3_1522820319278698498,photo,,
7_1522820146036981760,video,,45000.0
3_1522819516480241664,photo,,
3_1522819817065136128,photo,,
3_1522820188973895680,photo,,
