media_key,media_type,alt_text,duration_ms
16_1516192152379793409,animated_gif,,
3_1516191887593553936,photo,,
3_1516191944338292742,photo,,
3_1516191982833614853,photo,,
3_1516192021517586434,photo,,
7_1516191953448169474,video,,7183.0
3_1516191264462548992,photo,,
3_1516191558382538752,photo,,
3_1516191355617173508,photo,,
3_1516191360021241856,photo,,
3_1516191284175720456,photo,,
3_1516191314764730369,photo,,
16_1516191116932304896,animated_gif,,
3_1516191050829897730,photo,,
3_1516183457549987848,photo,,
3_1516183534691565568,photo,,
3_1516187900865654793,photo,,
3_1516190643533627395,photo,,
3_1516190855551279112,photo,,
7_1516190737469214728,video,,2225.0
3_1516190857392709640,photo,,
3_1516190827042811908,photo,,
3_1516190800991989767,photo,,
3_1516190709572845573,photo,,
3_1516190708985741317,photo,,
3_1516190089268842498,photo,,
3_1516190488478433282,photo,,
3_1516190488650346500,photo,,
3_1516189637777272844,photo,,
3_1516189637781372931,photo,,
3_1516189637940854794,photo,,
3_1516189967403425797,photo,,
7_1516190230327537675,video,,41593.0
3_1516188428098015246,photo,,
3_1516188428085383171,photo,,
3_1516188428295151624,photo,,
3_1516188428701941762,photo,,
3_1516190214334517249,photo,,
3_1516190073246531586,photo,,
3_1516189883722711044,photo,,
7_1516189892534886403,video,,7190.0
3_1516189940220153868,photo,,
3_1516189920217370624,photo,,
