media_key,media_type,alt_text,duration_ms
3_1527704990042800129,photo,,
3_1527704890683826177,photo,,
3_1527704803840864257,photo,,
3_1527703955181932544,photo,,
3_1527704623875866624,photo,,
3_1527704515301888000,photo,,
3_1527704515612274688,photo,,
3_1527704454304350211,photo,,
3_1527704313543503874,photo,,
3_1527703961318445057,photo,,
3_1527703759404601346,photo,,
7_1527703690446098435,video,,29636.0
3_1527703450464702464,photo,,
3_1527703238274842624,photo,,
3_1527703169660485633,photo,,
3_1527703068120588288,photo,,
3_1527703033789919233,photo,,
3_1527702689911406592,photo,XD SEE IT RIGHT BEHIND MY HEAD?,
3_1527702906677379085,photo,,
3_1527702819322593282,photo,,
3_1527702497825005568,photo,,
