media_key,media_type,alt_text,duration_ms
3_1520898067431518208,photo,,
3_1520897724161433601,photo,,
3_1520897724190711812,photo,,
3_1520897962578255873,photo,,
3_1520897950695981056,photo,,
3_1520897904290168832,photo,,
3_1520897771309522944,photo,,
3_1520897733133053954,photo,,
3_1520897355037523970,photo,,
3_1520893455798398976,photo,,
3_1520894102493024256,photo,,
3_1520895091363119106,photo,,
3_1520895364722618369,photo,,
3_1520896994008612866,photo,,
3_1520896929818886150,photo,,
3_1520896922810257408,photo,,
3_1520896929022021632,photo,,
3_1520896880426815489,photo,,
7_1520896819768688640,video,,12991.0
3_1520896798268829701,photo,,
3_1520896666097930242,photo,,
16_1520896660926255108,animated_gif,,
3_1520896602679959552,photo,,
3_1520896600826077184,photo,,
3_1520896400396931073,photo,,
7_1520896073342099462,video,,16432.0
3_1520895906325102592,photo,,
7_1520891562552606720,video,,15766.0
3_1520895854575554563,photo,,
16_1520895822908514308,animated_gif,,
3_1520895806991077377,photo,,
