media_key,media_type,alt_text,duration_ms
3_1532094504714502144,photo,,
3_1532094216985190401,photo,,
3_1532094391107592192,photo,,
3_1532094376406568960,photo,Dr. Eggman plush being awesome,
3_1532094192230535174,photo,,
7_1532094137687629824,video,,10600.0
3_1532093939456540673,photo,,
3_1532093939452465154,photo,,
16_1532093921744011269,animated_gif,,
3_1532093595783659520,photo,,
3_1532093497053876224,photo,,
3_1532093199573037056,photo,,
3_1532093186721587200,photo,,
3_1532093131427962880,photo,,
3_1532092929241653249,photo,,
3_1532092966898212865,photo,,
3_1532092967367938048,photo,,
3_1532092949558968321,photo,,
3_1532092479733891073,photo,,
3_1532092728112291840,photo,,
3_1532092689734373376,photo,,
3_1532092650869882882,photo,,
3_1532092414520958976,photo,,
3_1532092388373540864,photo,,
3_1532092367343390721,photo,,
3_1532092193435009028,photo,,
