media_key,media_type,alt_text,duration_ms
3_1532485108187516931,photo,,
3_1532484107263004675,photo,,
3_1532484882848534535,photo,,
3_1532484912087019522,photo,,
7_1532484893053181952,video,,78017.0
3_1532485049349640192,photo,,
3_1532484897167777792,photo,,
3_1532484837973454849,photo,,
3_1532484496016265218,photo,,
3_1532484512126586894,photo,,
3_1532484484150484992,photo,,
3_1532484329770602497,photo,,
3_1532484321830838272,photo,,
3_1532484259847585792,photo,,
3_1519276509210587137,photo,,
3_1522882799031754753,photo,,
3_1523006274702618625,photo,,
3_1532483609965346817,photo,,
7_1532483134859759620,video,,16450.0
3_1532483550091497472,photo,,
7_1532483301780475919,video,,6357.0
3_1532482141912813584,photo,,
3_1532483043528790021,photo,,
3_1532482797356699658,photo,,
3_1532483038952804353,photo,,
