media_key,media_type,alt_text,duration_ms
3_1540413431693692929,photo,,
3_1540413673415626756,photo,,
3_1540413780449951744,photo,,
3_1540413657250676736,photo,,
3_1540413729963216898,photo,,
3_1540413732702289920,photo,,
16_1540413561419091974,animated_gif,,
3_1540413242110910464,photo,,
3_1540413352710660102,photo,,
3_1540413378342129666,photo,,
3_1540413020794458113,photo,,
3_1540412858889953280,photo,,
3_1540412838384123905,photo,,
3_1540412814338232322,photo,,
3_1540412659668987904,photo,,
3_1540412680082624512,photo,,
3_1540412698180980736,photo,,
3_1540412619969921025,photo,,
3_1540412456664702976,photo,,
16_1540412203806998536,animated_gif,,
3_1540412377870508034,photo,,
3_1540412376213749764,photo,,
3_1540410150271475715,photo,,
3_1540410150267359234,photo,,
3_1540410150489669633,photo,,
3_1540410150988783617,photo,,
3_1540411941667176448,photo,,
3_1540411781255811074,photo,,
3_1540411832371859456,photo,,
3_1540411890169352195,photo,,
3_1540411922956181504,photo,,
3_1540411963683094528,photo,,
3_1540411963674710016,photo,,
3_1540411886147084289,photo,,
3_1540411839485444097,photo,,
16_1540411819839213568,animated_gif,,
3_1540411309501517824,photo,,
