media_key,media_type,alt_text,duration_ms
7_1540529462051278848,video,,9303.0
7_1540528888912269312,video,,73073.0
3_1540529212381093888,photo,,
3_1540529217175166976,photo,,
3_1540529042851368961,photo,,
7_1540528318382067720,video,,48831.0
3_1540528549660090368,photo,,
3_1540528618006368259,photo,,
3_1540528555830005767,photo,,
3_1540528488415121408,photo,,
3_1540528492651364353,photo,,
3_1540528251650674688,photo,,
7_1540522625138573314,video,,121033.0
3_1540528000126648320,photo,,
3_1540527359828303872,photo,,
3_1540527372021243904,photo,,
3_1540527729409490944,photo,,
3_1540527747449196544,photo,,
3_1540526375005741056,photo,,
3_1540526402398822400,photo,,
3_1540527429252534272,photo,,
3_1540527448919515137,photo,,
3_1540527468309843969,photo,,
3_1540527488186683392,photo,,
3_1540527451155079170,photo,,
16_1540527417214771201,animated_gif,,
7_1540527381911404549,video,,30150.0
3_1540527393709772800,photo,,
