media_key,media_type,alt_text,duration_ms
3_1526492509496430592,photo,,
3_1526492518363279360,photo,,
3_1526492528630898688,photo,,
3_1526492538151895040,photo,,
3_1526492608045928448,photo,,
3_1526492332375175168,photo,,
3_1526492332530409472,photo,,
3_1526492336825372673,photo,,
3_1526492336808529920,photo,,
3_1526492239295197184,photo,,
3_1526492242722009089,photo,,
3_1526492246341652480,photo,,
7_1526491676671635456,video,,4933.0
7_1526491348698034176,video,,34431.0
3_1526490935374544896,photo,,
3_1526490924351512576,photo,,
3_1526490924422901760,photo,,
3_1526490481151995904,photo,,
3_1526490479260405761,photo,,
7_1526489642429726725,video,,17436.0
3_1526490073365356545,photo,,
3_1526488658768891904,photo,,
3_1526489226774478848,photo,,
