media_key,media_type,alt_text,duration_ms
7_1528485270101929985,video,,13719.0
3_1528485427707002883,photo,,
3_1528485427711188992,photo,,
3_1528485150060847106,photo,,
3_1528485157279236096,photo,,
3_1528484811647684609,photo,,
3_1528484803020042240,photo,,
3_1528484703740862470,photo,,
7_1528484458520891394,video,,23243.0
3_1528481743577169920,photo,,
3_1528484422277898240,photo,,
16_1528484085110386690,animated_gif,,
