media_key,media_type,alt_text,duration_ms
3_1518032518053720064,photo,,
3_1518032542716157952,photo,,
3_1518032686585110528,photo,,
3_1518032588723703809,photo,,
3_1518032573733031936,photo,,
16_1518032563331239936,animated_gif,,
3_1518032250176212995,photo,,
3_1518031908436951040,photo,,
3_1518031998589321216,photo,,
7_1518032314386862085,video,,45000.0
3_1518032144760721411,photo,,
3_1518032223659868160,photo,,
3_1518032256132165632,photo,,
3_1518032300113604615,photo,,
3_1518032256241000448,photo,,
16_1518032078872358914,animated_gif,,
3_1518031967069036546,photo,,
3_1518031968306356225,photo,,
3_1518031968314740736,photo,,
3_1518031968310550528,photo,,
3_1518031391644127232,photo,,
3_1518031257837477889,photo,,
3_1518031124831916032,photo,,
3_1518030967629254656,photo,,
7_1518030779170836482,video,,14058.0
3_1518030844518141953,photo,,
3_1518030639651442688,photo,,
3_1518030717728395264,photo,,
