media_key,media_type,alt_text,duration_ms
3_1540385180560814080,photo,,
3_1540384972019744768,photo,,
3_1540384280634875904,photo,,
16_1540384541281484800,animated_gif,,
3_1540384398633275395,photo,,
3_1540384374126002178,photo,,
3_1540383978787569664,photo,,
3_1540384002317615104,photo,,
3_1540383689431023619,photo,,
3_1540383864119361539,photo,,
3_1540383627992698884,photo,,
3_1540383692505464832,photo,,
3_1540383692526436353,photo,,
3_1540383693327540230,photo,,
3_1540383499428954112,photo,,
16_1540383555414593536,animated_gif,,
3_1540383496929148929,photo,,
3_1540383502084067333,photo,,
3_1540383440796778504,photo,,
3_1540383293845143555,photo,,
3_1540383251772088320,photo,,
