media_key,media_type,alt_text,duration_ms
3_1514065390166413312,photo,,
3_1514065545548558336,photo,,
3_1514065636745375747,photo,,
3_1514065825413545990,photo,,
3_1514065366468763654,photo,,
3_1514065136926932992,photo,,
3_1514064236695199746,photo,,
3_1514064191350579201,photo,,
3_1514064191337943050,photo,,
3_1514064191350530050,photo,,
3_1514064191350575107,photo,,
3_1514064171628785669,photo,,
3_1514064013310803977,photo,,
