title,url,id,subtitle,snippet,replies,views,username
Roblox Dev Problem,https://www.robloxforum.com/threads/roblox-dev-problem.19315/post-117611,117611,Help,"In the roblox game i'm making i'm trying to make harvest able blocks by using a tool and then it will show how much of that item (Wheat) I have but i can't figure it out!
p.s i'm trying to make it harvest able like in bee swarm simulater
Please help!!",5,698,2018-07-14T10:19:48-0400
Roblox isnt working MAJOR HELP NEEDED,https://www.robloxforum.com/threads/roblox-isnt-working-major-help-needed.46526/post-238991,238991,Help,My roblox isn't working ever since YouTube stopped working on 3/30/20. Idk what's going on halp,4,287,2020-03-31T14:02:08-0400
Roblox Studio Help,https://www.robloxforum.com/threads/roblox-studio-help.25495/post-129172,129172,Help,"In Roblox Studios, when ever I try getting a template from the toolbox, it does not put it in my Workspace?
never mind I figured it out :D",1,807,2018-07-26T13:51:30-0400
Roblox installed twice on my computer.,https://www.robloxforum.com/threads/roblox-installed-twice-on-my-computer.30692/post-141274,141274,Help,"So a couple days ago Roblox updated itself but when I was cleaning my computer out of unwanted software,I saw that there was 2
Roblox software installed.I did the normal thing at the time and uninstalled one of them,however that made things worse,Whenever I now try and play a Roblox game it...",9,2K,2018-08-19T05:37:43-0400
Roblox Bio problems?,https://www.robloxforum.com/threads/roblox-bio-problems.37084/post-178406,178406,Help,"My roblox bio keeps scrunching up, it doesnt stay spaced out. Any ideas on how to fix this?
If anyone would like pictures I will give them.",1,325,2019-01-07T18:05:49-0500
Selling Roblox group’s for sell,https://www.robloxforum.com/threads/roblox-group%E2%80%99s-for-sell.89294/post-526238,526238,Buying - Selling - Trading,"I have 2 roblox groups I'm selling one is 800 robux and has 25 people, here is the link if you want to see that it has 25 people Group with 25 people in it. The other server is 300 robux, here is the link Group for 300 robux. So let me know if you are interested",0,132,2021-11-10T21:34:40-0500
Roblox Support being a total sh**,https://www.robloxforum.com/threads/roblox-support-being-a-total-sh.103323/post-596902,596902,Help,"So, around two months ago, I was suddenly logged out of my account and Roblox sent me a gmail saying:
2-Step Verification with Email Deactivated by Roblox Support: charlieboy36368
Hello, This message is to notify you that our support team has deactivated 2-Step Verification with Email on your...",0,41,2022-09-02T10:53:24-0400
-Roblox Commissions Open-,https://www.robloxforum.com/threads/roblox-commissions-open.17650/post-109319,109319,Game Design,"Contacts-
Twitter- The_Steel_Show
Discord: STEELDOESATHING#1391
Roblox: STEELPLAYS99
--------------------------------------------------------------------------------------------------------------
About Me- Hello There! I'm an artist and gamer on Roblox opening commissions for you and your...",4,848,2018-06-27T18:30:30-0400
ROBLOX,https://www.robloxforum.com/threads/roblox.2432/post-16207,16207,Everything Roblox,So roblox has this program where they partner up with youtubers and create a bigger fanbase for both the youtube channel along with ROBLOX.,4,539,2018-02-13T20:47:09-0500
Roblox is uploading new clothing,https://www.robloxforum.com/threads/roblox-is-uploading-new-clothing.77570/post-451241,451241,Everything Roblox,"https://www.roblox.com/catalog/6984771334/LC-Sweater-CableKnit-Pink-001-Accessory
https://www.roblox.com/catalog/6984776307/LC-Left-Shoes-Running-Black-001-Accessory
https://www.roblox.com/catalog/6984779324/LC-Right-Shoes-Running-Black-001-Accessory...",2,1K,2021-06-25T19:30:29-0400
Roblox has locked me out of my account.,https://www.robloxforum.com/threads/roblox-has-locked-me-out-of-my-account.76295/post-441416,441416,Help,"I was logged out of my Roblox account and I was confused on why, I tried to log back into it and it said the password has gotten changed, I go to check my email and it says ""2-Step Verification with Email Deactivated by Roblox Support, Hello [username] This message is to notify you that our...",3,1K,2021-06-13T12:08:09-0400
Roblox is going WAY TOO FAR with removing clothes,https://www.robloxforum.com/threads/roblox-is-going-way-too-far-with-removing-clothes.62791/post-339975,339975,Everything Roblox,day 2 of robloxs big removing disaster... Roblox removed my next 2 non-copied clothing and didn't refund me again woohoo! Ok but i ain't kidding rn like... Wait... I think that maybe if you want to make clothing u have to be like 5 months maybe on roblox or less? Feel free to disagree with me...,8,397,2021-01-12T11:58:53-0500
Roblox groups for sell,https://www.robloxforum.com/threads/roblox-groups-for-sell.89287/post-526199,526199,Everything Roblox,I have 2 roblox groups for sell one is 800 robux and already has 20+ people in it and is called sandy shores roleplay community. The other is 200 robux and has 2 people in it and is called sniper swat division. If you are interested please let me know I am eager to get rid of these because I...,0,170,2021-11-10T19:27:17-0500
"ROBLOX ""Free Robux"" website scam games are back.",https://www.robloxforum.com/threads/roblox-free-robux-website-scam-games-are-back.12286/post-73704,73704,Help,"I was going through ROBLOX's front page and found this.
I clicked on it.
As it was loading I checked the visits.
Exhibit A:
Either this fane blew up or what..
BOTS.
The maker of the game is a real person.
(EVIDENCE)
Game has a legit description
But the player joined today. (Wednesday May 2nd)...",8,2K,2018-05-02T19:33:00-0400
Roblox is not starting up,https://www.robloxforum.com/threads/roblox-is-not-starting-up.15497/post-96944,96944,Help,"So toady i went to play some roblox but when the game was trying to load it crashed, I tried it a few more times and the same result happened, so i decided to unistall roblox and install it again and also i removed alot of files related to roblox. but when i tried installing it again it says...",3,477,2018-06-03T16:19:11-0400
Roblox Removes almost all Audio IDs not uploaded by them!,https://www.robloxforum.com/threads/roblox-removes-almost-all-audio-ids-not-uploaded-by-them.18079/post-111710,111710,Everything Roblox,"So let me explain this. So today or rather tonight I decided I would get on Roblox for the first time in weeks or months, I don't really know I forgot when I last played, but when I went to go play Bloxburg and went to go play the audio IDs I use for my waterfall I have on my plot I noticed...",2,846,2018-07-02T00:25:43-0400
Roblox Grass Update,https://www.robloxforum.com/threads/roblox-grass-update.43781/post-219321,219321,Everything Roblox,"https://devforum.roblox.com/t/introducing-grass/386129
If you haven't heard already, grass has been released! Six days late on this one, but honestly this update is amazing and worthy of an entire post about it. This is just the beginning of the new decoration system and many more related...",11,2K,2019-11-20T19:32:39-0500
Roblox Forum Art Competition!,https://www.robloxforum.com/threads/roblox-forum-art-competition.55072/post-287659,287659,Forum Games,"Hello and welcome to the Roblox Forum Art competition! This is where you will make your best artwork within a couple days and the winner gets.. a brand new profile photo from me! I will get my favourite three and then YOU! will decide the winner! I will be listed the rules now, read carefully...",18,576,2020-09-28T18:19:02-0400
Roblox Lighting Not Working?..,https://www.robloxforum.com/threads/roblox-lighting-not-working.40531/post-195723,195723,Help,"So I'm currently having issues with the lighting system on Roblox that I had stupidly just noticed a couple of days ago. There was an update on Bloxburg, and the creator decided to change the lighting of the game and with what I saw, the lighting looked a bit weird. I increased my graphics level...",4,2K,2019-06-02T15:09:10-0400
Roblox Freezes after 10 - 15 mins.,https://www.robloxforum.com/threads/roblox-freezes-after-10-15-mins.98072/post-572980,572980,Help,"Hi there, When I play Roblox (usually pretty big games but not huge like Liberty Response) after about 10 mins of playtime my screen freezes and I sometimes only see a quarter of my screen.
I think there is a memory leak going on, when I do the shortcut F9 and see how much memory it uses I...",0,70,2022-05-02T15:24:21-0400
roblox worker info leaked on dark web,https://www.robloxforum.com/threads/roblox-worker-info-leaked-on-dark-web.101516/post-589050,589050,General Discussion,"Currently, roblox workers personal info, such as driver licenses, phone numbers, etc. have been leaked on the dark web.
also. internal documents have been posted too. source: malwarebytes blog",2,118,2022-07-21T20:36:42-0400
"Selling ROBLOX Accounts, 2009 - 2013, CHEAP, PAYPAL ACCEPTING.",https://www.robloxforum.com/threads/roblox-accounts-2009-2013-cheap-paypal-accepting.39004/post-186650,186650,Buying - Selling - Trading,"Selling roblox accounts, 2009 - 2013, only paypal not any robux of sort, if wanting to see any pictures or sort, dm me on the messages of this forum's",1,583,2019-04-16T05:19:52-0400
Roblox Anthro,https://www.robloxforum.com/threads/roblox-anthro.2355/post-15374,15374,Everything Roblox,"Anthro. The ROBLOX character that will be added that is also known as R30. Only the stupid ******** ODers will like this.
Why did roblox even think that it was a good idea? I know they support ODers, maybe that's why. You get banned for being an anti-ODer.",17,2K,2018-02-13T07:48:23-0500
Roblox isn't loading the game,https://www.robloxforum.com/threads/roblox-isnt-loading-the-game.46029/post-235664,235664,Help,"The roblox O isn't loading for me, Is this a bug or has anyone else had this problem?",0,196,2020-03-15T09:45:06-0400
Roblox premium wont let me cancel/upgrade,https://www.robloxforum.com/threads/roblox-premium-wont-let-me-cancel-upgrade.83017/post-488798,488798,Help,"When i go to roblox purchase robux, it shwos all the deals for premium robux.. When i go to ""Billing"" it says that the renewal will be on 08/22 but its already 08/23. I press cancel renewal but then it just goes to a page showing ""No subscription is currently etc"" and when i go to my google...",2,512,2021-08-23T12:46:30-0400
Roblox stop loading servers on xbox one s,https://www.robloxforum.com/threads/roblox-stop-loading-servers-on-xbox-one-s.46353/post-237945,237945,Help,"Hi all, Roblox few days ago stop loading any game ( when i choose server to play - ten i see first page and server freeze and stop loading game) on my xbox one s, i try reinstal Roblox, clear console etc. Of course, game pass purchased. Any ideas why? And what else can I do to play?",5,301,2020-03-25T16:18:30-0400
roblox is down again...,https://www.robloxforum.com/threads/roblox-is-down-again.95168/post-559552,559552,Everything Roblox,"so roblox website on page is saying why is kinda weird ngl so can anyone help me?
Server Error in '/' Application.",3,185,2022-03-09T09:16:46-0500
Roblox 1 FPS Lock Glitch,https://www.robloxforum.com/threads/roblox-1-fps-lock-glitch.86828/post-511876,511876,Help,So recently from the more recent roblox updates I have been experiencing a glitch where my framerate randomly gets locked to 1 FPS. My laptop has an i3-1005g1 with integrated graphics and I can run roblox fairly well without this glitch. This glitch occurs when I join a game or warp to a new...,0,266,2021-10-10T21:18:34-0400
ROBLOX Tickets,https://www.robloxforum.com/threads/roblox-tickets.32836/post-153137,153137,Everything Roblox,"Hello, this thread is about ROBLOX tickets, so Im not gonna rant about roblox have to give it back, its good they removed it in the first place anyways since people could make accounts and buy their shirt and get tickets and transfer it to ROBUX, which was not allowed back in the day when TIX...",2,555,2018-09-27T08:57:18-0400
Roblox Game Making Competition,https://www.robloxforum.com/threads/roblox-game-making-competition.25773/post-130640,130640,Everything Roblox,"Hello, Iam doing a competition in roblox game making, Everyone will need to make a game and publish it when its done and they should put the link of it below in the replies and Iam going to decide the winner
You need to post your roblox in-game name before entering the competition, you will put...",9,863,2018-07-29T16:45:00-0400
Roblox Studio Union Glitch,https://www.robloxforum.com/threads/roblox-studio-union-glitch.38628/post-185313,185313,Building,"While working in Roblox Studio, I encountered an interesting bug.. I was attempting to union a cylinder block with 2 negative parts:
A pretty simple platform block. It looks fine when it's done, but I later realized there were invisible spacing on the block:
I've had this bug twice so far. If...",0,687,2019-03-31T18:20:36-0400
roblox wikia in a nutshell,https://www.robloxforum.com/threads/roblox-wikia-in-a-nutshell.10960/post-62934,62934,Everything Roblox,"i roblox wikia was admin put delete 2018 places by Anzu-TLK ;(
Anzu-TLK IS WORST ADMIN IN ROBLOX WIKIA!",4,600,2018-04-18T20:07:02-0400
Roblox Censoring System is failing and their support desk is unhelpful,https://www.robloxforum.com/threads/roblox-censoring-system-is-failing-and-their-support-desk-is-unhelpful.41656/post-202859,202859,Everything Roblox,"Yeah I was playing Legendary Football one day and I said: ""May I please be Quarterback?"" and roblox censored ""May"" just because Im asking and May is a name? Wow Roblox. It was like this: ########## I be Quarterback? I've seen people bypass the swear word filters. I think they need to fix their...",4,2K,2019-07-25T10:19:49-0400
Roblox 2019 Events Calendar,https://www.robloxforum.com/threads/roblox-2019-events-calendar.36876/post-177650,177650,Everything Roblox,"Event Date Special Feature
Roblox Medieval 2019 1/18-1/30
Winter Game 2019 2/15-2/28
RPO Last Year  3/12-3/30 Only Reason 2 Die Awakening Get Dominus Bronze On Chest Boss
Kids' Choice Awards 2019...",3,3K,2018-12-31T22:15:23-0500
Roblox is Dying,https://www.robloxforum.com/threads/roblox-is-dying.91758/post-540041,540041,Everything Roblox,"I think ROBLOX is dying because of the amount of ROBLOX users that are quitting. Roblox games are getting a bit boring for me, and as a new scripter and modeler I can't even entertain myself with my own game.
Any suggestions?",4,401,2022-01-12T18:03:20-0500
Roblox Preservationist,https://www.robloxforum.com/threads/roblox-preservationist.62871/post-340491,340491,Everything Roblox,"I am a firm believer that old Roblox was great. I am a firm believer that modern Roblox is great. Both of them have their ups and downs, pros and cons. So what is the Roblox Preservationist Project? The Roblox preservationist project is a FANDOM Wikipedia designed to make a database in the aims...",1,235,2021-01-13T13:05:13-0500
roblox does not seem fun as it used to be,https://www.robloxforum.com/threads/roblox-does-not-seem-fun-as-it-used-to-be.42261/post-206694,206694,Everything Roblox,"hello everyone, I would like to tell why roblox does not seem fun for me as it used to be, here we go:
1. The drama between me and king never stops
seriously, I want it to end, but no, looks like my enemy does not want to end this madness, he was threatning that he will raid my roblox group...",6,743,2019-08-30T17:42:49-0400
Roblox game Builder,https://www.robloxforum.com/threads/roblox-game-builder.39452/post-188676,188676,Everything Roblox,"Hi guys! I looking for a talented roblox world builder, 3D Modeller for my game!
My rules:
- Do not copy other games!
- Do not use Marketplace items!
- Do a good JOB :)
*MORE IN PRIVATE*
( ͡° ͜ʖ ͡°)
And I'am looking for a pro 3D Modeller (BLENDER 3D)
My rules:
- Make nice models for...",16,2K,2019-04-30T04:09:30-0400
roblox moderation SUCKS,https://www.robloxforum.com/threads/roblox-moderation-sucks.95376/post-560652,560652,Everything Roblox,Oh my god roblox moderation messed up i got banned becasue of them sadly i cant get unbanned MODERATION IS SO ****ING UNFAIR AAAAAAAAAAAAAAAAAAAAAAA i even ****ing contackt with these ****ing assholes wait i dont have to be that mean sorry well they cannot unban my account probably and this...,12,415,2022-03-12T16:36:33-0500
ROBLOX Old Logo,https://www.robloxforum.com/threads/roblox-old-logo.92162/post-542650,542650,Everything Roblox,"The old roblox logo in my opinion was very cool, those red and white colors with those striking letters made a great logo!!! I'm still not convinced by the new logo :/",7,335,2022-01-20T20:47:34-0500
"Roblox limited scam, can’t get limited back.",https://www.robloxforum.com/threads/roblox-limited-scam-can%E2%80%99t-get-limited-back.89298/post-526248,526248,Scam Reports,"Hiya, recently I was scammed of about 10k robux in limiteds. I emailed roblox support, and they now say that I can’t get my limiteds back. They said that my account was never compromised, so they won’t roll back the trades.
I’ve figured out why this is, and just wanted to warn people. The...",6,925,2021-11-10T22:45:34-0500
Roblox NHL,https://www.robloxforum.com/threads/roblox-nhl.30787/post-141891,141891,Game Design,"Greetings.
I got this idea today about making a Roblox NHL game.
NHL is an abbreviation for National Hockey League.
I am interested in some scripters (even if I can't really pay) and I'm the builder and animator. A GFX Designer is not needed as I will do that too, maybe a thumbnail designer...",2,539,2018-08-20T16:57:17-0400
Why Roblox is bad,https://www.robloxforum.com/threads/why-roblox-is-bad.13596/post-83979,83979,Help,roblox removing forums roblox removing tix,2,478,2018-05-18T15:49:55-0400
Roblox news: New event on Roblox called Vans World,https://www.robloxforum.com/threads/roblox-news-new-event-on-roblox-called-vans-world.83867/post-494074,494074,Everything Roblox,"A skateboard game ""Off the Wall"" Roblox experience! From the sandy beaches to the iconic House of Vans, this massive skate park is just waiting for you to explore. Hang out with your friends and compete to see who can pull off the most insane tricks, take on daily challenges, and customize your...",5,250,2021-09-01T12:12:11-0400
Roblox dating tip,https://www.robloxforum.com/threads/roblox-dating-tip.101452/post-588804,588804,Everything Roblox,"*this tip is not for dating inside roblox cause that's bad*
But a cool tip is that women that are interested in you will always play Roblox with you (except if they can't because they don't have a computer or stuff like that)
Of course if you're the kind of guy to have female friends and they...",5,254,2022-07-20T19:54:13-0400
ROBLOX intensely lagging whenever I load into a game,https://www.robloxforum.com/threads/roblox-intensely-lagging-whenever-i-load-into-a-game.82999/post-488682,488682,Help,"Hello. Over the past two days, I've been experiencing severe lag issues with the Roblox client whenever I load into a game. Everytime I click play on and Roblox client opens, the client FPS would become extremely choppy and usually become not responding for a second or two. When I load into the...",3,260,2021-08-23T02:24:08-0400
Roblox Studio,https://www.robloxforum.com/threads/roblox-studio.58186/post-308611,308611,Game Design,How to do roblox studio roblox studio is not money to pay roblox studio is free so you can create games and scripts here’s the photo what roblox studio looks like,0,157,2020-11-20T12:18:40-0500
"Roblox Support Page ""Too many attempts"" Issue",https://www.robloxforum.com/threads/roblox-support-page-too-many-attempts-issue.82131/post-482678,482678,Help,"I was just banned roughly 2 hours ago for the reason of ""Roblox"". I don't know why, nor who reported me. Every time I try to submit a appeal for my account it says an error that I have submitted too many attempts. I haven't submitted any appeal at all but keep trying. I've literally tried with a...",1,970,2021-08-12T18:47:18-0400
Roblox screwed a few PC models over.,https://www.robloxforum.com/threads/roblox-screwed-a-few-pc-models-over.32759/post-152795,152795,Everything Roblox,"Do any of you remember when roblox made EVERY mobile device laggy for EVERY game? they decided to strike another hit with the PC.
September 23rd, 2018 They released some type of update similar with the one they released in 2017 where all devices on mobile were laggy and unable to play.
On...",0,208,2018-09-25T15:51:23-0400
Roblox VC problem,https://www.robloxforum.com/threads/roblox-vc-problem.97864/post-572106,572106,Help,"When i join a roblox game(that allows vc) when I unmute my mic, the green goes up and down when talking but no one can hear me. Does anyone know a solution to this problem? Or is this a roblox problem and I should wait for it to get fixed?(I'm not the only one with this problem)",1,89,2022-04-28T13:35:37-0400
Roblox ban appeals,https://www.robloxforum.com/threads/roblox-ban-appeals.89739/post-528652,528652,Everything Roblox,"Hey, guys, why roblox ban appeals working so bad? Maybe bot checker is real?
Seriously, Ik it was long time ago (3 months) but i got banned for 7 days and in first day i did ban appeal, and admins dont respond at it lol, even after unban",2,282,2021-11-21T04:39:53-0500
Roblox crashed again!,https://www.robloxforum.com/threads/roblox-crashed-again.82966/post-488539,488539,Everything Roblox,yay!,0,119,2021-08-22T14:59:15-0400
Roblox spam audio? | Roblox spam API audio,https://www.robloxforum.com/threads/roblox-spam-audio-roblox-spam-api-audio.15838/post-99332,99332,Everything Roblox,"Some of you may have known that roblox has started posting audios which are for the later roblox copyright fix.
This means theres no copyright sounds.
What is copyright you ask?
Its when you copy someone elses content with out perm
Now the main reason is ive been seeing alot of them and also...",0,411,2018-06-07T04:32:49-0400
Roblox expedition ep 5: DOOMSPIRE BRICKBATTLE 0-0,https://www.robloxforum.com/threads/roblox-expedition-ep-5-doomspire-brickbattle-0-0.12723/post-76484,76484,Everything Roblox,"Hello everyball! Welcome to a new episode of...Roblox expedition!!!
Today we are taking a look at the ""Best"" game on roblox
We are of course talking about DOOMSPIRE BRICKBATTLE!
(Bdw the game is ****)
So lets get right into it shall we!
So as we join the game,we are greeted with this!
(So...",3,474,2018-05-08T12:53:19-0400
Roblox Keep Crashing!!,https://www.robloxforum.com/threads/roblox-keep-crashing.35648/post-172324,172324,Help,"My Roblox Is keep on crashing after the Rhtro Update came.
Please Help",6,823,2018-12-01T14:02:00-0500
Roblox's Future :3,https://www.robloxforum.com/threads/robloxs-future-3.40816/post-197280,197280,Everything Roblox,"Nice to see that Roblox games are improving a lot!
( go play the game cuz RF shows that the another picture is too large to upload )
Name of the game: The Canyon (TEASER)
[ Note: The controls are too bad ]",4,525,2019-06-14T12:50:32-0400
Roblox ripoff,https://www.robloxforum.com/threads/roblox-ripoff.45417/post-232166,232166,Everything Roblox,I have been a member of roblox for a couple years now I have put alot of money and time into the game. I was hacked over 500 dollars over the weekend in the game I called my bank since u cannot reach a human at roblox. Roblox deleted my account for their error. I have made numerous attempts to...,2,348,2020-02-12T17:40:11-0500
Roblox stops working after closing it for the first time,https://www.robloxforum.com/threads/roblox-stops-working-after-closing-it-for-the-first-time.14208/post-88986,88986,Help,"Now whenever i open Roblox, i get an error message saying ""An unexpected error occurred and Roblox need to quit. We're sorry!"" I even tried doing a factory reset on my PC (Windows 10) and the same thing happened. The Windows Store version of Roblox works perfectly, though. This also, weirdly...",2,489,2018-05-22T21:17:26-0400
Roblox banned in certain countries,https://www.robloxforum.com/threads/roblox-banned-in-certain-countries.38683/post-185516,185516,Everything Roblox,"This is probably my only post on here. Roblox was banned in Jordan, United Arab Emirates, and obviously North Korea. Most recently the UAE.
UAE:
The ban is regarded as political. Couldn't find reliable sources
Many websites claim that the ban was because that Roblox was banned because it was...",6,8K,2019-04-04T09:20:56-0400
roblox ad,https://www.robloxforum.com/threads/roblox-ad.72745/post-410916,410916,Everything Roblox,"hey, does anyone have that roblox ad that i saw a few months back (but dk if i was dreaming or not) where luna the galactic popstar brutally murdered a demon lord by bringing down a large box of french fries, crushing his body and killing him in an instant? heres a visualization:
by the way...",2,313,2021-05-07T22:45:19-0400
Roblox middle experienced scripter - Available,https://www.robloxforum.com/threads/roblox-middle-experienced-scripter-available.66095/post-358958,358958,Scripting,"Hello Everyone!
I'm a Roblox middle experienced scripter, I only accept payments of robux which a group is needed.
My work payments start and end low.
To ask me what abilities I have and I could do, Please contact my discord: Projosh00#6732
Incase you may ask, I am not a high payment lover...",0,178,2021-02-20T15:00:20-0500
Roblox Realism: Is it a leap forward?,https://www.robloxforum.com/threads/roblox-realism-is-it-a-leap-forward.60904/post-329021,329021,Everything Roblox,"Note: This is my opinion just copied from the DevForum!
DevForum Members+ reply here: https://devforum.roblox.com/t/roblox-realism-is-it-a-leap-forward/935728
Hiya, devs!
I've been thinking about this for a very long time.
Now, what do I mean by realism?
Roblox has been making more realistic...",3,250,2020-12-20T16:54:32-0500
Roblox Holiday Memories,https://www.robloxforum.com/threads/roblox-holiday-memories.67070/post-365518,365518,Everything Roblox,Post your Roblox pictures taken during the holidays! I took this one with Santa in Bloxburg.,10,486,2021-03-04T11:39:12-0500
Roblox Studio login problem.,https://www.robloxforum.com/threads/roblox-studio-login-problem.37872/post-181698,181698,Help,"I recently opened Roblox Studio and tried logging in, it gave me an error message saying that I need to login through the browser, so I did, but after the ""Logging in.."" thing appears, it just goes back to the login screen. Sorry what?",4,961,2019-02-15T11:09:47-0500
Roblox freezing,https://www.robloxforum.com/threads/roblox-freezing.101500/post-589002,589002,Help,I have this problem where my roblox game will freeze but it's really weird. The other players will stop moving and I can't see any new messages in chatbox but I can still walk around the game and I'm pretty sure the other people can still see me moving too. Also I can still hear people in the...,1,59,2022-07-21T17:10:53-0400
Roblox Studio Help Please,https://www.robloxforum.com/threads/roblox-studio-help-please.49103/post-255592,255592,Help,"Hi There,
I have loaded Roblox Studio, PRogram starts just fine. When trying to choose baseplate, i can choose it but after load screen, it wont load. Attached file shows what happens after i choose baseplate.
Uninstalled and REinstalled Roblox Studio
Nvidia1050 Ti and Intel 630 drivers are up...",0,200,2020-05-29T03:57:52-0400
Roblox Error 280,https://www.robloxforum.com/threads/roblox-error-280.77383/post-449802,449802,Help,"I have been trying to join a Roblox game for the past 2 hours but there is an error that keeps coming so I can't play.
I have tried to search and follow steps of multiple videos and articles but non of them work!
I tried to uninstall and install Roblox again, make sure Roblox is allowed to...",0,170,2021-06-24T07:27:56-0400
Roblox tournament how many people,https://www.robloxforum.com/threads/roblox-tournament-how-many-people.90732/post-534076,534076,Everything Roblox,"i might make a roblox tournament but idk how many people i should do
also if you want to be in the tournament type your roblox username in your reply
remember this tournament is for fun in roblox
There will be no more posts about tournament after this",9,287,2021-12-15T11:22:42-0500
Roblox- Voice Chat,https://www.robloxforum.com/threads/roblox-voice-chat.67616/post-369326,369326,Everything Roblox,As a member of roblox since 2010 i'd like to start a discussion on why i do not think roblox should add the new roblox communication feature (voice chat) https://devforum.roblox.com/t/release-notes-for-468/1083085/9,0,362,2021-03-09T16:50:40-0500
ROBLOX GAME MODELLER AND SCRIPTER NEEDED!!,https://www.robloxforum.com/threads/roblox-game-modeller-and-scripter-needed.88451/post-521039,521039,Game Design,"...a small upcoming game development/planner team. We're looking for expert builders who are willing to join our team and work with us on our new ROBLOX game. All details on the game will be disclosed in later conversations with recruits!
Roblox usernames:
Owner: Fooo00000
CoOwner...",0,143,2021-10-27T22:03:57-0400
Roblox Cancer Of The Year #4,https://www.robloxforum.com/threads/roblox-cancer-of-the-year-4.11157/post-64366,64366,Everything Roblox,"this crappy roblox video got 7m god d@mn views.
here are the other ones :
https://robloxforum.com/threads/roblox-cancer-of-the-year-1.11049/
https://robloxforum.com/threads/roblox-cancer-of-the-year-2.11077/
https://robloxforum.com/threads/roblox-cancer-of-the-year-3.11090/
ty to @Captcinn...",2,466,2018-04-20T15:30:38-0400
"Roblox game card Credit, need help",https://www.robloxforum.com/threads/roblox-game-card-credit-need-help.35251/post-170289,170289,Help,"I got a 10$ roblox card, and i bought BC, but now i don't have enough for the cheapest robux, is there a way that i can spend 1$ worth of roblox credit for 100 robux? or will i have to buy another card and then buy 4.95$ worth of robux? help.",2,430,2018-11-24T15:22:37-0500
Roblox Premium is BUGGED,https://www.robloxforum.com/threads/roblox-premium-is-bugged.43366/post-215155,215155,Help,"Hello,
So I bought ROBLOX Premium and everything's good BUT. I cannot sell clothes..
When I try to sell shirts/pants/t shirts it tells me to buy Premium while I already have it..
My friends who have Premium have the same problem so please fix this ROBLOX as fast as possible.",1,488,2019-10-31T17:43:47-0400
roblox just uploaded the very first video files,https://www.robloxforum.com/threads/roblox-just-uploaded-the-very-first-video-files.49757/post-259575,259575,Everything Roblox,"https://www.roblox.com/library/5191037133/SW-0-00001-webm-enc-webm
https://www.roblox.com/library/5191040150/sw-enc-test-1
https://www.roblox.com/library/5191042215/sw-enc-test-2
https://www.roblox.com/library/5191046409/sw-enc-test-4
i dont know what they are, but they exist",13,602,2020-06-16T16:17:31-0400
Roblox,https://www.robloxforum.com/threads/roblox.70216/post-389401,389401,Everything Roblox,i like this roblox formROBLOX,1,186,2021-04-06T13:44:54-0400
ROBLOX Catalog Item Maker | Join Today!,https://www.robloxforum.com/threads/roblox-catalog-item-maker-join-today.2853/post-21826,21826,Everything Roblox,Join ROBLOX Catalog Item Maker on ROBLOX today! The group gets to make catalog items to be sent to ROBLOX! You can do so much! Join today!,15,3K,2018-02-17T18:59:25-0500
Roblox Studio keeps reinstalling,https://www.robloxforum.com/threads/roblox-studio-keeps-reinstalling.42025/post-205369,205369,Help,"Whenever I launch Roblox Studio, it starts installing. It keeps reinstalling at start-up from last one month. i tried to uninstall and install it again but this keeps happening.
How to fix this?",0,1K,2019-08-16T03:50:58-0400
Dear roblox i got hacked and i would really like to get my account back its called Itsmevinamaddmeback and i hope u guys can help me get it back,https://www.robloxforum.com/threads/dear-roblox-i-got-hacked-and-i-would-really-like-to-get-my-account-back-its-called-itsmevinamaddmeback-and-i-hope-u-guys-can-help-me-get-it-back.101334/post-588380,588380,Help,"Dear roblox i got hacked and i would really like to get my account back its called Itsmevinamaddmeback and i hope u guys can help me get it back
Dear roblox i got hacked and i would really like to get my account back its called Itsmevinamaddmeback and i hope u guys can help me get it back
And...",1,89,2022-07-18T17:18:40-0400
Roblox characters in watercolor,https://www.robloxforum.com/threads/roblox-characters-in-watercolor.33909/post-160788,160788,Game Design,"My son has been playing Roblox for a while and is slowly teaching me to play. I'm not very good so instead I have been doing paintings based on some of the characters:
I also have some videos on YouTube showing how I made these and also Baconhair:",17,2K,2018-10-23T11:12:39-0400
Roblox did an oopsie,https://www.robloxforum.com/threads/roblox-did-an-oopsie.37862/post-181649,181649,Everything Roblox,"Roblox's reputation atm:
Roblox after they unban pewdiepie:",8,981,2019-02-14T12:09:17-0500
roblox x discord,https://www.robloxforum.com/threads/roblox-x-discord.60874/post-328797,328797,Everything Roblox,"imagine discord in roblox cursing calling telling people private information :rolleyes: to gangsters beefing smashing IRL, not things a world that would smash the Roblox universe platform",1,178,2020-12-20T11:28:35-0500
roblox username,https://www.robloxforum.com/threads/roblox-username.51217/post-267743,267743,Everything Roblox,"anyone have a roblox username that they are really surprised they got away with?
mines 'kysloz' and im very shocked it wasnt inappropriate for roblox
anyone else?",0,182,2020-07-21T13:29:33-0400
ROBLOX ACCOUNT HACKED AND DELETED,https://www.robloxforum.com/threads/roblox-account-hacked-and-deleted.94984/post-558544,558544,Help,My 10 years old roblox account deleted for wrong.My computer had a virus and i know who do this so (hacker) maked +18 games on my account roblox studio and my account deleted.How i revive please help..,5,223,2022-03-05T16:22:04-0500
